entry_id_to,region_id_to,entry_id_from,region_id_from,overlap_start
1684,1177,933,1080,347
1684,1177,1902,2031,347
1684,1177,1822,2003,347
1684,1177,1778,1973,347
1684,1177,1760,1963,347
1684,1177,1721,1926,347
1684,1177,1696,1899,347
1684,1177,1572,1782,347
1684,1177,1524,1687,347
1684,1177,1468,1626,347
1684,1177,1858,2015,347
1684,1177,422,50,347
1684,1177,659,885,347
1684,1177,534,132,347
1684,1177,199,132,347
1684,1177,287,132,347
1684,1177,893,1048,347
1684,1177,882,1040,347
1684,1177,858,1024,347
1684,1177,843,1012,347
1684,1177,970,132,347
1684,1177,1556,132,347
1684,1177,1582,132,347
1684,1177,1688,132,347
1684,1177,1653,132,347
1684,1177,201,6,347
1684,1177,799,983,347
1684,1177,672,896,347
1684,1177,423,6,347
1684,1177,492,737,347
1684,1177,859,6,347
1684,1177,1309,526,347
1684,1177,442,691,347
1415,1573,986,1144,350
1415,1573,1031,1177,350
1415,1573,1761,1177,350
1415,1573,1684,1177,350
1415,1573,933,1080,350
1415,1573,199,132,350
1415,1573,882,1040,350
1415,1573,858,1024,350
1415,1573,1113,601,350
1415,1573,492,737,350
1415,1573,859,6,350
1415,1573,893,1048,350
1415,1573,1177,1321,350
817,992,1113,601,350
1415,1573,1357,1511,350
1415,1573,1468,1626,350
1415,1573,287,132,350
1113,601,2048,2144,350
1113,601,2045,1287,350
1113,601,2044,1287,350
1113,601,2041,2140,350
1113,601,2016,2113,350
817,992,858,1024,350
1415,1573,423,6,350
1415,1573,1688,132,350
1113,601,1985,2094,350
1415,1573,1333,1487,350
1113,601,1959,2059,350
903,1055,1698,1900,350
903,1055,1534,1722,350
1970,2071,1108,1254,350
1970,2071,1333,1487,350
1970,2071,2034,1955,350
1970,2071,1778,1973,350
1970,2071,1959,2059,350
1970,2071,2016,2113,350
1970,2071,2044,1287,350
1970,2071,2045,1287,350
817,992,199,132,350
1970,2071,986,1144,350
817,992,492,737,350
817,992,423,6,350
817,992,201,6,350
817,992,1688,132,350
817,992,1653,132,350
817,992,1582,132,350
817,992,1556,132,350
817,992,970,132,350
817,992,534,132,350
817,992,287,132,350
817,992,859,6,350
1970,2071,933,1080,350
1970,2071,492,737,350
1970,2071,1688,132,350
903,1055,1452,103,350
903,1055,1389,1544,350
903,1055,2026,1272,350
903,1055,1952,1272,350
903,1055,1297,1272,350
903,1055,1269,1416,350
903,1055,1324,1132,350
903,1055,1140,1288,350
903,1055,1176,809,350
903,1055,1063,809,350
903,1055,1062,809,350
903,1055,294,574,350
903,1055,255,130,350
903,1055,406,45,350
1970,2071,199,132,350
1970,2071,287,132,350
1970,2071,534,132,350
1970,2071,970,132,350
1970,2071,1556,132,350
1970,2071,1582,132,350
1970,2071,1653,132,350
903,1055,1695,1898,350
1113,601,1948,2054,350
1415,1573,201,6,350
1113,601,1822,2003,350
1113,601,859,6,350
1113,601,1309,526,350
1113,601,442,691,350
1113,601,492,737,350
1113,601,937,872,350
1113,601,1173,1318,350
1113,601,1108,1254,350
1113,601,836,992,350
1113,601,1684,1177,350
1113,601,1031,1177,350
1113,601,994,1150,350
1113,601,986,1144,350
1113,601,965,1112,350
1113,601,933,1080,350
1113,601,423,6,350
1113,601,893,1048,350
1113,601,863,1028,350
1113,601,858,1024,350
1113,601,843,1012,350
1113,601,923,992,350
1113,601,922,992,350
1113,601,993,872,350
1113,601,1858,2015,350
1113,601,663,889,350
1113,601,672,896,350
1113,601,799,983,350
1113,601,808,992,350
1113,601,809,992,350
1113,601,810,992,350
1113,601,816,992,350
1113,601,882,1040,350
1113,601,201,6,350
1113,601,1761,1177,350
1113,601,1653,132,350
1113,601,1413,1569,350
1113,601,1436,1593,350
1113,601,1468,1626,350
1113,601,1524,1687,350
1113,601,1707,1908,350
1113,601,1710,1911,350
1113,601,1688,132,350
1113,601,1721,1926,350
1113,601,2034,1955,350
1415,1573,1653,132,350
1113,601,1774,1967,350
1113,601,1776,1969,350
1113,601,1777,1970,350
1113,601,1779,1970,350
1113,601,1778,1973,350
1415,1573,1582,132,350
1415,1573,1556,132,350
1113,601,902,992,350
1113,601,1404,1560,350
1415,1573,970,132,350
1113,601,534,132,350
1113,601,970,132,350
1113,601,1556,132,350
1113,601,1177,1321,350
1113,601,1582,132,350
1113,601,287,132,350
1415,1573,534,132,350
1113,601,1295,1446,350
1113,601,1333,1487,350
1113,601,1343,1496,350
1113,601,1357,1511,350
1113,601,1367,1521,350
1113,601,199,132,350
1405,1561,1582,132,358
1405,1561,199,132,358
1405,1561,287,132,358
1405,1561,534,132,358
1405,1561,970,132,358
1405,1561,1556,132,358
1405,1561,1653,132,358
1405,1561,859,6,358
1405,1561,201,6,358
1405,1561,1468,1626,358
1405,1561,1415,1573,358
1405,1561,1333,1487,358
1405,1561,1688,132,358
1405,1561,1761,1177,358
1405,1561,1113,601,358
1405,1561,1031,1177,358
1405,1561,933,1080,358
1405,1561,858,1024,358
1405,1561,492,737,358
1405,1561,423,6,358
1405,1561,1684,1177,358
1405,1561,1357,1511,358
1268,1414,1227,1376,360
1268,1414,1308,1458,360
1268,1414,1778,1973,360
1392,1549,492,737,360
1435,1590,1031,1177,360
1435,1590,1688,132,360
1435,1590,1653,132,360
1392,1549,882,1040,360
1435,1590,1582,132,360
1435,1590,1556,132,360
1435,1590,970,132,360
1435,1590,534,132,360
1435,1590,287,132,360
1435,1590,199,132,360
1392,1549,893,1048,360
1392,1549,925,1073,360
1392,1549,933,1080,360
1392,1549,986,1144,360
1435,1590,492,737,360
1392,1549,1031,1177,360
1392,1549,1761,1177,360
1392,1549,1113,601,360
1392,1549,1177,1321,360
1392,1549,1333,1487,360
1392,1549,1357,1511,360
1392,1549,1367,1521,360
1392,1549,1404,1560,360
1392,1549,1415,1573,360
1392,1549,1429,1586,360
1392,1549,1468,1626,360
1392,1549,1721,1926,360
1392,1549,1778,1973,360
1392,1549,1985,2094,360
1392,1549,1684,1177,360
1435,1590,933,1080,360
1392,1549,1405,1561,360
1392,1549,1688,132,360
1392,1549,534,132,360
1392,1549,970,132,360
1392,1549,1556,132,360
1392,1549,1582,132,360
1392,1549,1653,132,360
1435,1590,1684,1177,360
1392,1549,201,6,360
1392,1549,423,6,360
1392,1549,859,6,360
1392,1549,843,1012,360
1392,1549,858,1024,360
1435,1590,1468,1626,360
1435,1590,1357,1511,360
1435,1590,1333,1487,360
1435,1590,1761,1177,360
1392,1549,287,132,360
1392,1549,199,132,360
1322,132,1226,1375,361
1322,132,1113,601,361
1322,132,1129,1274,361
1322,132,1146,1294,361
1322,132,1173,1318,361
1322,132,1177,1321,361
1322,132,1213,1360,361
1322,132,1108,1254,361
1322,132,1105,1249,361
1322,132,1826,1207,361
1322,132,1761,1177,361
1322,132,1684,1177,361
1322,132,1031,1177,361
1322,132,1285,1433,361
1322,132,1201,1347,361
1322,132,1310,1459,361
1255,1401,287,132,361
1322,132,1822,2003,361
1322,132,1778,1973,361
1322,132,1779,1970,361
1322,132,1777,1970,361
1322,132,1776,1969,361
1322,132,1774,1967,361
1322,132,1760,1963,361
1322,132,2034,1955,361
1322,132,1721,1926,361
1322,132,1710,1911,361
1322,132,1707,1908,361
1322,132,1696,1899,361
1322,132,1572,1782,361
1322,132,1524,1687,361
1322,132,1858,2015,361
1322,132,1468,1626,361
1322,132,1436,1593,361
1322,132,1435,1590,361
1322,132,1415,1573,361
1322,132,1413,1569,361
1322,132,1405,1561,361
1322,132,1404,1560,361
1322,132,1392,1549,361
1322,132,1391,1547,361
1322,132,1367,1521,361
1322,132,1361,1515,361
1322,132,1357,1511,361
1322,132,1346,1499,361
1322,132,1343,1496,361
1322,132,1333,1487,361
1322,132,1440,1597,361
1322,132,1902,2031,361
1322,132,1948,2054,361
1322,132,1970,2071,361
1255,1401,534,132,361
1255,1401,970,132,361
1255,1401,1322,132,361
1255,1401,1556,132,361
1255,1401,1582,132,361
1255,1401,1653,132,361
1255,1401,1688,132,361
1255,1401,201,6,361
1322,132,1295,1446,361
1255,1401,423,6,361
1255,1401,859,6,361
1255,1401,492,737,361
1255,1401,843,1012,361
1255,1401,933,1080,361
1255,1401,986,1144,361
1255,1401,1031,1177,361
1255,1401,1684,1177,361
1322,132,1985,2094,361
1322,132,1993,2099,361
1322,132,2016,2113,361
1322,132,2041,2140,361
1322,132,2045,1287,361
1322,132,2048,2144,361
1255,1401,199,132,361
1255,1401,1778,1973,361
1255,1401,1415,1573,361
1255,1401,1392,1549,361
1255,1401,1357,1511,361
1255,1401,1333,1487,361
1255,1401,1113,601,361
1255,1401,1761,1177,361
1255,1401,1468,1626,361
1322,132,2044,1287,361
1322,132,994,1150,361
1322,132,893,1048,361
1322,132,922,992,361
1322,132,923,992,361
1322,132,843,1012,361
1322,132,858,1024,361
1322,132,863,1028,361
1322,132,986,1144,361
1322,132,201,6,361
1322,132,882,1040,361
1322,132,933,1080,361
1322,132,945,1106,361
1322,132,965,1112,361
1322,132,810,992,361
1322,132,809,992,361
1322,132,808,992,361
1322,132,799,983,361
1322,132,422,50,361
1322,132,423,6,361
1322,132,859,6,361
1322,132,1309,526,361
1322,132,442,691,361
1322,132,492,737,361
1322,132,937,872,361
1322,132,993,872,361
1322,132,659,885,361
1322,132,663,889,361
1322,132,665,902,361
1322,132,672,896,361
1322,132,836,992,361
1322,132,817,992,361
1322,132,902,992,361
1816,1999,1324,1132,365
1816,1999,294,574,365
1816,1999,1062,809,365
1816,1999,1063,809,365
1816,1999,1176,809,365
1816,1999,1140,1288,365
1816,1999,1269,1416,365
1816,1999,1297,1272,365
1816,1999,1952,1272,365
1816,1999,2026,1272,365
1816,1999,1389,1544,365
1816,1999,1400,1555,365
1816,1999,1534,1722,365
1816,1999,1695,1898,365
1816,1999,1698,1900,365
1816,1999,255,130,365
1816,1999,406,45,365
1647,1495,1173,1318,372
1647,1495,1858,2015,372
1647,1495,1778,1973,372
1647,1495,1440,1597,372
1647,1495,1436,1593,372
1647,1495,1415,1573,372
1647,1495,1031,1177,372
1647,1495,1413,1569,372
1647,1495,1404,1560,372
1647,1495,1392,1549,372
1647,1495,1367,1521,372
1647,1495,1361,1515,372
1647,1495,1357,1511,372
1647,1495,1346,1499,372
1647,1495,1333,1487,372
1647,1495,1213,1360,372
1647,1495,1684,1177,372
1647,1495,1760,1963,372
1647,1495,1761,1177,372
1647,1495,1201,1347,372
1647,1495,1113,601,372
1647,1495,1129,1274,372
1647,1495,1177,1321,372
1647,1495,1108,1254,372
1647,1495,937,872,372
1647,1495,993,872,372
1647,1495,492,737,372
1647,1495,859,6,372
1647,1495,423,6,372
1647,1495,201,6,372
1647,1495,1688,132,372
1647,1495,1653,132,372
1647,1495,1582,132,372
1647,1495,1556,132,372
1647,1495,970,132,372
1647,1495,534,132,372
1647,1495,287,132,372
1647,1495,199,132,372
1647,1495,422,50,372
1647,1495,1572,1782,372
1647,1495,1696,1899,372
1647,1495,659,885,372
1647,1495,663,889,372
1647,1495,1948,2054,372
1647,1495,858,1024,372
1647,1495,882,1040,372
1647,1495,893,1048,372
1647,1495,933,1080,372
1647,1495,986,1144,372
1647,1495,994,1150,372
1647,1495,1985,2094,372
1647,1495,1524,1687,372
1647,1495,2016,2113,372
1647,1495,2044,1287,372
1647,1495,2045,1287,372
1647,1495,1468,1626,372
1647,1495,1993,2099,372
1975,2073,199,132,375
1975,2073,287,132,375
1975,2073,534,132,375
1975,2073,970,132,375
1975,2073,1556,132,375
1975,2073,1582,132,375
1975,2073,1653,132,375
1975,2073,1688,132,375
1975,2073,201,6,375
1975,2073,423,6,375
1975,2073,492,737,375
1975,2073,933,1080,375
1975,2073,1031,1177,375
1975,2073,1684,1177,375
1975,2073,1761,1177,375
1975,2073,1113,601,375
1975,2073,1333,1487,375
1975,2073,1357,1511,375
1975,2073,1392,1549,375
1975,2073,1415,1573,375
1975,2073,859,6,375
1960,2060,2045,1287,375
1960,2060,1778,1973,375
1960,2060,2016,2113,375
1960,2060,199,132,375
1960,2060,287,132,375
1960,2060,534,132,375
1960,2060,970,132,375
1960,2060,1556,132,375
1960,2060,1582,132,375
1960,2060,1653,132,375
1960,2060,1688,132,375
1960,2060,201,6,375
1960,2060,423,6,375
1960,2060,859,6,375
1960,2060,492,737,375
1960,2060,893,1048,375
1960,2060,933,1080,375
1960,2060,1031,1177,375
1960,2060,1684,1177,375
1960,2060,1761,1177,375
1960,2060,1108,1254,375
1960,2060,1113,601,375
1960,2060,1333,1487,375
1960,2060,1468,1626,375
1960,2060,2044,1287,375
2012,2110,201,6,379
2012,2110,492,737,379
2012,2110,1415,1573,379
2012,2110,199,132,379
2012,2110,287,132,379
2012,2110,534,132,379
2012,2110,970,132,379
2012,2110,1556,132,379
2012,2110,1582,132,379
2012,2110,1468,1626,379
2012,2110,1653,132,379
2012,2110,1688,132,379
2012,2110,859,6,379
2012,2110,423,6,379
2012,2110,858,1024,379
2012,2110,933,1080,379
2012,2110,1031,1177,379
2012,2110,1684,1177,379
2012,2110,1761,1177,379
2012,2110,1113,601,379
2012,2110,1333,1487,379
2012,2110,1647,1495,379
2012,2110,1357,1511,379
2012,2110,1392,1549,379
1276,1150,2016,2113,380
1276,1150,1468,1626,380
1276,1150,1778,1973,380
1276,1150,1357,1511,380
1276,1150,2044,1287,380
1276,1150,199,132,380
811,992,1113,601,380
1276,1150,534,132,380
1276,1150,287,132,380
1276,1150,1647,1495,380
1276,1150,2045,1287,380
1276,1150,1333,1487,380
814,992,199,132,380
1276,1150,1108,1254,380
814,992,1556,132,380
814,992,970,132,380
814,992,534,132,380
814,992,287,132,380
815,992,492,737,380
815,992,858,1024,380
815,992,1113,601,380
811,992,858,1024,380
811,992,492,737,380
811,992,859,6,380
811,992,423,6,380
811,992,201,6,380
811,992,1688,132,380
811,992,1653,132,380
811,992,1582,132,380
811,992,1556,132,380
811,992,534,132,380
814,992,1582,132,380
811,992,287,132,380
814,992,1653,132,380
814,992,201,6,380
815,992,970,132,380
815,992,534,132,380
815,992,287,132,380
1276,1150,1113,601,380
815,992,1556,132,380
815,992,1582,132,380
815,992,1653,132,380
815,992,1688,132,380
815,992,201,6,380
815,992,423,6,380
815,992,859,6,380
815,992,199,132,380
814,992,1113,601,380
814,992,858,1024,380
814,992,492,737,380
814,992,859,6,380
814,992,423,6,380
814,992,1688,132,380
811,992,199,132,380
811,992,970,132,380
1276,1150,933,1080,380
1276,1150,1556,132,380
1276,1150,1582,132,380
1276,1150,1653,132,380
1276,1150,1688,132,380
1276,1150,201,6,380
1276,1150,423,6,380
1276,1150,1761,1177,380
1276,1150,1684,1177,380
1276,1150,1031,1177,380
1276,1150,859,6,380
1276,1150,986,1144,380
1276,1150,970,132,380
1276,1150,893,1048,380
1276,1150,858,1024,380
1276,1150,492,737,380
781,981,1367,1521,381
781,981,1688,132,381
781,981,1653,132,381
781,981,1582,132,381
781,981,199,132,381
781,981,287,132,381
781,981,534,132,381
781,981,201,6,381
781,981,1357,1511,381
781,981,1556,132,381
781,981,1113,601,381
781,981,933,1080,381
781,981,843,1012,381
781,981,859,6,381
781,981,423,6,381
781,981,1684,1177,381
781,981,1761,1177,381
781,981,1031,1177,381
781,981,1333,1487,381
781,981,1778,1973,381
781,981,1468,1626,381
781,981,1392,1549,381
781,981,970,132,381
184,7,1430,1582,386
184,7,255,130,386
184,7,406,45,386
184,7,1269,1416,386
184,7,1389,1544,386
184,7,1324,1132,386
184,7,294,574,386
184,7,1062,809,386
184,7,1063,809,386
184,7,1176,809,386
184,7,1026,1171,386
184,7,1054,1195,386
184,7,1068,1316,386
184,7,1140,1288,386
184,7,1158,1304,386
184,7,1270,1417,386
184,7,1400,1555,386
184,7,1297,1272,386
184,7,2026,1272,386
184,7,1997,1481,386
184,7,1698,1900,386
184,7,1695,1898,386
184,7,1534,1722,386
184,7,1952,1272,386
1338,1489,423,6,390
1378,1533,1653,132,390
1378,1533,1688,132,390
1378,1533,201,6,390
1378,1533,423,6,390
1378,1533,859,6,390
1378,1533,1108,1254,390
1378,1533,933,1080,390
1378,1533,1582,132,390
1378,1533,1113,601,390
1378,1533,1333,1487,390
1378,1533,799,983,390
1378,1533,1556,132,390
1378,1533,287,132,390
1378,1533,534,132,390
1378,1533,1778,1973,390
1378,1533,199,132,390
1338,1489,2044,1287,390
1338,1489,2045,1287,390
1338,1489,1688,132,390
1338,1489,893,1048,390
1338,1489,858,1024,390
1338,1489,799,983,390
1338,1489,1309,526,390
1338,1489,859,6,390
1338,1489,201,6,390
1378,1533,970,132,390
1378,1533,2016,2113,390
1378,1533,2044,1287,390
1378,1533,2045,1287,390
1338,1489,287,132,390
1338,1489,534,132,390
1338,1489,933,1080,390
1338,1489,965,1112,390
1338,1489,986,1144,390
1338,1489,994,1150,390
1338,1489,1031,1177,390
1338,1489,1684,1177,390
1338,1489,1761,1177,390
1338,1489,1108,1254,390
1338,1489,1113,601,390
1338,1489,1173,1318,390
1338,1489,1333,1487,390
1338,1489,970,132,390
1338,1489,199,132,390
1338,1489,1556,132,390
1338,1489,1647,1495,390
1338,1489,1357,1511,390
1338,1489,1367,1521,390
1338,1489,1378,1533,390
1338,1489,1404,1560,390
1338,1489,1436,1593,390
1338,1489,1468,1626,390
1338,1489,1778,1973,390
1338,1489,1822,2003,390
1338,1489,1948,2054,390
1338,1489,1960,2060,390
1338,1489,2016,2113,390
1338,1489,2041,2140,390
1338,1489,1653,132,390
1338,1489,1582,132,390
1338,1489,1276,1150,390
904,997,1653,132,397
904,997,287,132,397
904,997,199,132,397
904,997,1468,1626,397
904,997,1440,1597,397
904,997,1357,1511,397
904,997,1761,1177,397
904,997,1684,1177,397
904,997,1031,1177,397
904,997,1333,1487,397
904,997,882,1040,397
904,997,1688,132,397
904,997,1582,132,397
904,997,1556,132,397
904,997,970,132,397
904,997,534,132,397
904,997,933,1080,397
1983,2092,893,1048,400
1983,2092,672,896,400
1983,2092,882,1040,400
1983,2092,858,1024,400
1983,2092,843,1012,400
1983,2092,859,6,400
1983,2092,781,981,400
1983,2092,776,980,400
1983,2092,1309,526,400
1983,2092,287,132,400
1983,2092,201,6,400
1983,2092,1688,132,400
1983,2092,1582,132,400
1983,2092,1556,132,400
1983,2092,970,132,400
1983,2092,534,132,400
1983,2092,199,132,400
1983,2092,925,1073,400
1983,2092,423,6,400
1983,2092,933,1080,400
1224,1372,2026,1272,400
1983,2092,986,1144,400
1162,1307,1534,1722,400
1162,1307,1695,1898,400
1162,1307,1698,1900,400
1162,1307,1816,1999,400
1162,1307,1997,1481,400
1990,2097,1297,1272,400
1990,2097,1269,1416,400
1990,2097,1324,1132,400
1990,2097,1162,1307,400
1990,2097,1140,1288,400
1990,2097,1176,809,400
1990,2097,1063,809,400
1990,2097,1062,809,400
1990,2097,294,574,400
1990,2097,406,45,400
1983,2092,2045,1287,400
1983,2092,2044,1287,400
1983,2092,2016,2113,400
1983,2092,1985,2094,400
1983,2092,1975,2073,400
1983,2092,1970,2071,400
1983,2092,1960,2060,400
1983,2092,1822,2003,400
1983,2092,1778,1973,400
1983,2092,1721,1926,400
1983,2092,1633,1850,400
1983,2092,1587,1798,400
1983,2092,1572,1782,400
1983,2092,1534,1722,400
1162,1307,1400,1555,400
1162,1307,1389,1544,400
1162,1307,2026,1272,400
1990,2097,1952,1272,400
1345,1522,1695,1898,400
1345,1522,1534,1722,400
1345,1522,1389,1544,400
1345,1522,1324,1132,400
1345,1522,1140,1288,400
1345,1522,933,1080,400
1397,1552,1293,1444,400
1162,1307,184,7,400
1162,1307,406,45,400
1162,1307,255,130,400
1162,1307,294,574,400
1162,1307,1062,809,400
1162,1307,1063,809,400
1162,1307,1176,809,400
1983,2092,1524,1687,400
1162,1307,903,1055,400
1162,1307,1140,1288,400
1162,1307,1181,1326,400
1162,1307,1324,1132,400
1162,1307,1269,1416,400
1162,1307,1270,1417,400
1162,1307,1297,1272,400
1162,1307,1952,1272,400
1983,2092,234,533,400
1990,2097,1698,1900,400
1990,2097,1695,1898,400
1990,2097,1534,1722,400
1990,2097,1400,1555,400
1990,2097,1389,1544,400
1990,2097,2026,1272,400
1162,1307,1135,1279,400
1983,2092,1468,1626,400
1983,2092,1463,1621,400
1983,2092,1436,1593,400
1224,1372,1400,1555,400
1224,1372,1534,1722,400
1224,1372,1695,1898,400
1224,1372,1698,1900,400
1224,1372,1816,1999,400
1983,2092,1435,1590,400
1983,2092,1429,1586,400
1983,2092,1413,1569,400
1983,2092,1404,1560,400
1983,2092,1392,1549,400
1983,2092,1378,1533,400
1983,2092,1367,1521,400
1983,2092,1357,1511,400
1983,2092,1338,1489,400
1224,1372,1389,1544,400
1983,2092,1333,1487,400
1983,2092,1285,1433,400
1983,2092,1268,1414,400
1983,2092,1255,1401,400
1983,2092,1173,1318,400
1983,2092,1146,1294,400
1983,2092,1113,601,400
1983,2092,1108,1254,400
1983,2092,1105,1249,400
1983,2092,1826,1207,400
1983,2092,1761,1177,400
1983,2092,1684,1177,400
1983,2092,1031,1177,400
1983,2092,1276,1150,400
1983,2092,994,1150,400
1983,2092,1308,1458,400
1983,2092,965,1112,400
1224,1372,1952,1272,400
1224,1372,1270,1417,400
1224,1372,406,45,400
1224,1372,255,130,400
1224,1372,294,574,400
1224,1372,1062,809,400
1224,1372,1063,809,400
1224,1372,1176,809,400
1463,1621,199,132,400
1463,1621,287,132,400
1463,1621,534,132,400
1463,1621,970,132,400
1463,1621,1556,132,400
1463,1621,1582,132,400
1463,1621,1688,132,400
1463,1621,201,6,400
1224,1372,1297,1272,400
1463,1621,423,6,400
1463,1621,933,1080,400
1463,1621,1031,1177,400
1463,1621,1684,1177,400
1463,1621,1761,1177,400
1463,1621,1113,601,400
1463,1621,1357,1511,400
1463,1621,1468,1626,400
1463,1621,1778,1973,400
1224,1372,1135,1279,400
1224,1372,1140,1288,400
1224,1372,1162,1307,400
1224,1372,1181,1326,400
1224,1372,1324,1132,400
1224,1372,1269,1416,400
1463,1621,859,6,400
1983,2092,236,532,400
1075,1212,1952,1272,402
1075,1212,1162,1307,402
1075,1212,775,492,402
1075,1212,1062,809,402
1075,1212,1063,809,402
1075,1212,1176,809,402
1075,1212,903,1055,402
1075,1212,1026,1171,402
1075,1212,294,574,402
1075,1212,1054,1195,402
1075,1212,1135,1279,402
1075,1212,1140,1288,402
1075,1212,1158,1304,402
1075,1212,1270,1417,402
1075,1212,1181,1326,402
1075,1212,1224,1372,402
1075,1212,1068,1316,402
1075,1212,255,130,402
1075,1212,406,45,402
1075,1212,184,7,402
1075,1212,1997,1481,402
1075,1212,1990,2097,402
1075,1212,1816,1999,402
1075,1212,1698,1900,402
1075,1212,1695,1898,402
1075,1212,1534,1722,402
1075,1212,1489,1647,402
1075,1212,1459,1617,402
1075,1212,1430,1582,402
1075,1212,1400,1555,402
1075,1212,1389,1544,402
1075,1212,1350,1504,402
1075,1212,1345,1522,402
1075,1212,2026,1272,402
1075,1212,1297,1272,402
1075,1212,1324,1132,402
1075,1212,1269,1416,402
1431,1633,534,132,412
1431,1633,1556,132,412
1431,1633,970,132,412
1431,1633,1582,132,412
1431,1633,1688,132,412
1431,1633,882,1040,412
1431,1633,933,1080,412
1431,1633,1031,1177,412
1431,1633,986,1144,412
1431,1633,1333,1487,412
1431,1633,1468,1626,412
1431,1633,1684,1177,412
1356,1510,1822,2003,419
1356,1510,1524,1687,419
1356,1510,1468,1626,419
1356,1510,1721,1926,419
1356,1510,1436,1593,419
1356,1510,1778,1973,419
1356,1510,1960,2060,419
1356,1510,1985,2094,419
1356,1510,1975,2073,419
1356,1510,1983,2092,419
1356,1510,1404,1560,419
1356,1510,2045,1287,419
1356,1510,2044,1287,419
1356,1510,2016,2113,419
1356,1510,1970,2071,419
1356,1510,1392,1549,419
1356,1510,994,1150,419
1356,1510,1367,1521,419
1356,1510,1582,132,419
1356,1510,1688,132,419
1356,1510,201,6,419
1356,1510,423,6,419
1356,1510,1309,526,419
1356,1510,781,981,419
1356,1510,843,1012,419
1356,1510,858,1024,419
1356,1510,534,132,419
1356,1510,1378,1533,419
1356,1510,1556,132,419
1356,1510,933,1080,419
1356,1510,882,1040,419
1356,1510,986,1144,419
1356,1510,1338,1489,419
1356,1510,1333,1487,419
1356,1510,1255,1401,419
1356,1510,1173,1318,419
1356,1510,1113,601,419
1356,1510,1108,1254,419
1356,1510,1105,1249,419
1356,1510,1826,1207,419
1356,1510,1031,1177,419
1356,1510,1276,1150,419
1356,1510,965,1112,419
1356,1510,970,132,419
1424,1581,1140,1288,420
1424,1581,1162,1307,420
1424,1581,1224,1372,420
1424,1581,1324,1132,420
1424,1581,1269,1416,420
1424,1581,1062,809,420
1424,1581,1063,809,420
1424,1581,294,574,420
1424,1581,255,130,420
1424,1581,406,45,420
1424,1581,1270,1417,420
1424,1581,1176,809,420
1424,1581,1297,1272,420
1659,1872,933,1080,420
1424,1581,2026,1272,420
1659,1872,858,1024,420
1659,1872,1688,132,420
1659,1872,1582,132,420
1659,1872,1556,132,420
1659,1872,970,132,420
1659,1872,534,132,420
1657,1870,1659,1872,420
1657,1870,1333,1487,420
1657,1870,933,1080,420
1657,1870,858,1024,420
1657,1870,1688,132,420
1424,1581,1952,1272,420
1657,1870,1556,132,420
1657,1870,970,132,420
1657,1870,534,132,420
1657,1870,1582,132,420
1424,1581,1400,1555,420
1659,1872,1333,1487,420
1424,1581,1698,1900,420
1424,1581,1695,1898,420
1424,1581,1534,1722,420
1424,1581,1389,1544,420
972,1121,781,981,431
972,1121,818,996,431
972,1121,843,1012,431
972,1121,1062,809,431
972,1121,1350,1504,431
972,1121,1063,809,431
972,1121,1176,809,431
972,1121,903,1055,431
972,1121,925,1073,431
972,1121,933,1080,431
972,1121,1255,1401,431
972,1121,1269,1416,431
972,1121,1031,1177,431
972,1121,776,980,431
972,1121,184,7,431
972,1121,1556,132,431
972,1121,970,132,431
972,1121,1054,1195,431
972,1121,1582,132,431
972,1121,1324,1132,431
972,1121,1224,1372,431
972,1121,1688,132,431
972,1121,201,6,431
972,1121,423,6,431
972,1121,406,45,431
972,1121,255,130,431
972,1121,294,574,431
972,1121,535,496,431
972,1121,775,492,431
972,1121,534,132,431
972,1121,1345,1522,431
972,1121,1068,1316,431
972,1121,1113,601,431
972,1121,1698,1900,431
972,1121,1695,1898,431
972,1121,1534,1722,431
972,1121,1524,1687,431
972,1121,1489,1647,431
972,1121,1468,1626,431
972,1121,1459,1617,431
972,1121,1436,1593,431
972,1121,1429,1586,431
972,1121,1430,1582,431
972,1121,1404,1560,431
972,1121,1400,1555,431
972,1121,1392,1549,431
972,1121,1389,1544,431
972,1121,1367,1521,431
972,1121,1721,1926,431
972,1121,1108,1254,431
972,1121,1778,1973,431
972,1121,1945,2050,431
972,1121,1135,1279,431
972,1121,1140,1288,431
972,1121,1158,1304,431
972,1121,1162,1307,431
972,1121,1181,1326,431
972,1121,1270,1417,431
972,1121,1952,1272,431
972,1121,2026,1272,431
972,1121,1333,1487,431
972,1121,1338,1489,431
972,1121,2045,1287,431
972,1121,2044,1287,431
972,1121,2016,2113,431
972,1121,1997,1481,431
972,1121,1983,2092,431
972,1121,1816,1999,431
972,1121,1297,1272,431
972,1121,760,1919,431
972,1121,726,934,431
1292,1442,970,132,431
1292,1442,1556,132,431
1292,1442,1582,132,431
1292,1442,1688,132,431
1292,1442,201,6,431
1292,1442,423,6,431
1292,1442,534,132,431
1292,1442,1031,1177,431
1292,1442,1113,601,431
1292,1442,1468,1626,431
1292,1442,1778,1973,431
1292,1442,1983,2092,431
1292,1442,933,1080,431
1697,1626,1367,1521,450
1697,1626,1343,1496,450
1697,1626,1338,1489,450
1697,1626,1333,1487,450
1697,1626,1310,1459,450
1697,1626,1292,1442,450
1697,1626,1173,1318,450
1697,1626,1226,1375,450
1697,1626,1392,1549,450
1697,1626,1129,1274,450
