entry_id,entry_name,max_dim,max_dim_value,num_not_answered
211,Amarna Religion,dim6,1.0,0
211,Amarna Religion,dim6,1.0,0
846,Xuanzang's Yogācāra Tradition,dim6,1.0,0
1387,Spring and Autumn annals of Master Lü,dim6,1.0,0
1347,"The Praise of the Bees, Exultet Hymn",dim6,1.0,2
1074,Chuci zhangju,dim6,1.0,3
1120,Liji 禮記,dim6,1.0,3
1160,Wuzhen pian 悟真篇,dim6,1.0,3
639,Chinese Esoteric Buddhism (Tang Tantrism),dim6,0.99,0
1540,The Sanskrit Yasna,dim6,0.98,0
1595,The Five Yi Yin Texts,dim6,0.98,1
197,Gönlung Monastery (dgon lung byams pa gling),dim6,0.97,1
424,Achaemenid Religion,dim6,0.97,1
897,Gaengjeongyudo,dim6,0.96,0
1172,Twofold Mystery (Chongxuan 重玄),dim6,0.96,0
1908,"Buddhist Traders in the Chinese Quarter in Hakata, Japan",dim6,0.96,0
1078,Hymns to the Aten,dim6,0.95,2
383,Varkaris,dim6,0.91,1
869,Sichuan Esoteric Buddhist Cult,dim6,0.91,2
1042,Zichiji 資持記,dim6,0.85,0
898,Rastafari of Jamaica,dim6,0.84,0
1218,Yiguan Dao/I-Kuan Tao 一貫道,dim6,0.81,0
1219,Chunqiu fanlu,dim6,0.79,3
987,"Parsis, Zoroastrians of India",dim6,0.77,0
1389,Writ of the Three Sovereigns,dim6,0.7,2
228,Late Chosŏn Korea,dim6,0.7,3
649,"Worshippers at the Chidambaram Nataraja Temple, Modern Period",dim6,0.61,0
1030,The Way of Tang and Yu (Tang yu zhi dao 唐虞之道),dim6,0.58,8
717,Igbo,dim6,0.5,7
1210,Mende,dim6,0.36,8
674,Aymara,dim6,0.36,10
1921,Zhouxun 周訓,dim6,0.34,5
1983,Early Byzantine Asceticism,dim6,0.31,6
759,Comanche,dim6,0.24,10
636,Balinese Śaiva priests (pedanda siwa),dim7,1.0,1
1576,Book of Amos,dim7,1.0,1
1700,The Book of Hosea,dim7,1.0,3
1471,Book of Ezekiel,dim7,0.99,0
1511,Sokoto,dim7,0.81,4
927,Zealots,dim7,0.79,0
456,The Essenes,dim7,0.75,0
690,Ahl-e-Sunnat wa Jamaat,dim7,0.75,0
857,Wesleyanism,dim7,0.75,0
879,Free Methodist Church,dim7,0.75,0
900,Pharisees,dim7,0.75,0
965,Pachomian Monasticism,dim7,0.75,0
968,"Anabaptist Mennonites in North America, 1683-2021",dim7,0.75,0
984,Calvinism (Early/Reformation),dim7,0.75,0
988,Churches of Christ- United States,dim7,0.75,0
1295,Donatism,dim7,0.75,0
1307,Southern Baptists,dim7,0.75,0
1348,Disability-focused Christianity for Palestinians,dim7,0.75,0
1924,The Deuteronomistic History,dim7,0.75,0
1992,Kitab tesviyetü't-teveccüh ila'l hak: The Guide for One's Turning toward Truth,dim7,0.75,0
2001,The Book of Deuteronomy,dim7,0.75,0
2010,Bektashi Tarika,dim7,0.75,0
2072,Unguja Ukuu Amulet Seal,dim7,0.75,0
2181,Communal Petitions for Days of the Week: Prayer for Friday (4Q504),dim7,0.75,0
2255,Dongxiang,dim7,0.75,0
839,19th century German Protestantism,dim7,0.72,1
1607,Zaydism and the state in Yemen,dim7,0.69,1
196,Pauline Christianity (ca. 45-60 CE),dim7,0.68,0
263,Irish Catholicism,dim7,0.68,0
416,Edinoverie,dim7,0.68,0
442,Donatism,dim7,0.68,0
771,Muscular Christianity,dim7,0.68,0
842,American Evangelicalism,dim7,0.68,0
873,The Branch Davidians,dim7,0.68,0
892,Charismatic Renewal Movement in Christianity - Second Wave Pentecostalism,dim7,0.68,0
894,Universal Fellowship of Metropolitan Community Churches,dim7,0.68,0
906,The Church of England,dim7,0.68,0
915,Protestantism welcoming People with Disabilities,dim7,0.68,0
935,Nigerian Pentecostalism,dim7,0.68,0
958,Society of Jesus,dim7,0.68,0
982,The Samaritans (Persian to early Roman periods),dim7,0.68,0
985,The Victorines,dim7,0.68,0
994,"Monastic Communities of Lower Egypt: Nitria, Kellia, Scetis",dim7,0.68,0
1058,Syŏnggyŏng chikhae kwang-ik,dim7,0.68,0
1127,Anglican Church of Korea,dim7,0.68,0
1229,Three Self Patriotic Movement (TSPM),dim7,0.68,0
1688,Arianism,dim7,0.68,0
1701,The Premonstratensian Order in the Middle Ages,dim7,0.68,0
1875,"Jalal al-Din al-Suyuti, Perfect Guide to Qur'anic Studies (al-Itqan fi 'Ulum al-Qur'an)",dim7,0.68,0
1972,Shepherding Movement,dim7,0.68,0
2166,Judaism in Byzantium,dim7,0.68,0
1508,Zaytuna Magazine/ المجلة الزيتونية,dim7,0.61,1
1253,Damascus Document,dim7,0.6,2
624,The Roshaniyya,dim7,0.59,0
1243,Shengjing zhijie,dim7,0.59,3
2237,"Order of Preachers, Dominicans, Friars Preachers, Black Friars, Jacobins",dim7,0.58,2
2244,"Catholicism in the Latin Empire, Catholicism in the Eastern Roman Empire (Byzantium), the Latin Patriarchate of Constantinople",dim7,0.58,2
1250,Hanbalism,dim7,0.55,1
1258,Religion in Judah,dim7,0.55,1
562,Medieval Śrīvaiṣṇavism,dim7,0.52,0
1466,Islamic modernists,dim7,0.51,5
2027,Hizb-ut-Tahrir,dim7,0.51,5
2076,Kizimkazi Dimbani Mosque Inscription,dim7,0.4,2
1546,4QPseudo Ezekiel,dim7,0.35,2
1523,Tafsīr al-taḥrīr wa al-tanwīr,dim7,0.33,1
2199,"Prayer for Vengeance against Mariam, Kallinikos, and Others",dim7,0.3,8
1095,Punjabi (West),dim7,0.15,9
395,International Society for Krishna Consciousness (ISKCON),dim8,1.0,0
472,Karma Kagyu or Kamtsang Kagyu,dim8,1.0,0
520,Cham Ahiér,dim8,1.0,0
567,Gay and Lesbian Vaishnava Association (GALVA-108),dim8,1.0,0
592,Veerashaivas,dim8,1.0,0
714,Tamil Śaiva Bhakti,dim8,1.0,0
738,Ancient Egyptian,dim8,1.0,0
867,Nyingma Treasure,dim8,1.0,0
937,Vestal Virgins,dim8,1.0,0
973,The Sarna religion of the Oraons of Jharkhand,dim8,1.0,0
993,Pontifex Maximus and Pontifices (Pontifical College),dim8,1.0,0
1117,Ancient Egyptian Book of the Earth – Tomb of Ramesses VI,dim8,1.0,0
1125,Ancient Egypt - the Ramesside Period,dim8,1.0,0
1180,Batak Traditional Religions,dim8,1.0,0
1419,Ancient Egyptian Religion in the Early 18th Dynasty,dim8,1.0,0
1735,كتاب الملل والنحل لعبد الكريم ابو الفتح الشهرستاني,dim8,1.0,0
1741,Methodism in Zimbabwe or Methodist Church in Zimbabwe,dim8,1.0,0
1869,IFA RELIGIOUS GROUP IN ILE- IFE,dim8,1.0,0
2264,The Puritans,dim8,1.0,0
1037,Third Intermediate Period in Ancient Egypt,dim8,1.0,1
1069,Religion at Deir el-Medina,dim8,1.0,1
1396,Ptolemaic Egypt - Egyptian Religion,dim8,1.0,1
1695,"Xiaojing ""Classic of Filial Piety""",dim8,1.0,1
224,Old Norse Fornsed,dim8,1.0,2
1232,Book of Nut,dim8,1.0,2
1133,Religion in Greco-Roman Egypt,dim8,1.0,5
2168,"Dzibilchaltún, arquitectura, poder y cambio religioso en el norte de Yucatán",dim8,1.0,7
970,Cult of Isis (Mysteries of Isis),dim8,0.99,0
2061,OYA RELIGIOUS GROUP IN OYO,dim8,0.99,0
1297,Chen-Wei Texts,dim8,0.98,0
535,Pāśupatas,dim8,0.96,2
863,Orphism,dim8,0.96,4
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",dim8,0.88,8
187,Chinese State Religion (Shang and Western Zhou),dim8,0.86,10
355,Paul the Apostle,dim8,0.78,4
2194,The Redeemed Christian Church of God,dim8,0.7,0
358,16th-17th c. Gauḍīya Vaiṣṇava Tradition,dim8,0.42,6
185,Shinnyo-en,dim8,0.42,12
2112,Mengzi,dim8,0.33,3
245,Warring States Confucian Thought,dim8,0.3,10
287,Mithraism,dim8,0.25,10
381,Sikhism: Guru Nanak to Guru Arjan,dim9,0.91,1
392,Sikhism: Guru Hargobind to Guru Gobind Singh,dim9,0.91,1
953,Sachchai,dim9,0.85,0
2233,The Way of Former Heaven (Xiantiandao 先天道),dim9,0.85,0
1454,Hesychastic Controversy,dim9,0.83,0
1845,Benedictine Order in Denmark,dim9,0.83,0
1422,Defense of Icon Veneration by John of Damascus,dim9,0.83,1
1401,"The ""On the Divine Names"" of Pseudo Denys the Areopagite",dim9,0.79,0
1412,Tenrikyo,dim9,0.79,0
2052,Christ Way Ministries International,dim9,0.79,0
2200,The Roman Catholic Mission in Nigeria,dim9,0.79,0
851,Sikhism in the United States,dim9,0.78,1
1393,The Ladder of Divine Ascent,dim9,0.78,1
645,"Meo Muslim, Mev, Mewati Muslim",dim9,0.77,0
989,Opus Dei,dim9,0.77,0
1674,New Hampshire Declaration of Faith,dim9,0.77,0
1689,The Isma'ilis in the Ottoman Empire,dim9,0.77,0
1415,Anomeans,dim9,0.75,2
880,Egyptian Salafism (inluding North Africa and West Asia),dim9,0.73,0
884,Sub Saharan Africa Pentecostalism,dim9,0.73,0
1549,Slaying of Husayn Texts,dim9,0.73,0
2052,Christ Way Ministries International,dim9,0.73,0
1858,Christianity in Alexandria: From Origen to Athanasius,dim9,0.72,1
1521,Order of the Hermits of St Augustine (Augustinian friars),dim9,0.7,0
1705,The Historia Compostellana,dim9,0.7,0
570,Supreme Master Ching Hai World Society,dim9,0.69,3
1432,Preparation for the Gospel-Demonstration of the Gospel,dim9,0.66,2
1985,Christianity in Antioch. From the Apostolic Era to the Islamic conquest,dim9,0.66,2
2140,"St. John Chrysostom, Homilies On the Incomprehensible Nature of God",dim9,0.64,2
2225,"Culdees, Céli Dé, Céili Dé, Céle Dé,  ""Clients of God"", ""Servants of God"", ""Spouses of God"", ""Companions of God"", Kelidei, Kaledei; Céile Dé",dim9,0.61,1
2088,مصباح الراوي في علم الحديث,dim9,0.6,0
976,Mising Community,dim9,0.59,0
1882,The Life of Severus,dim9,0.54,2
995,Tamil Neo-Saivism,dim9,0.53,0
1997,Hundred and eighty precepts of Lord Lao,dim9,0.42,4
486,Church of Jesus Christ of Latter-day Saints (early),dim9,0.4,0
525,Church of Jesus Christ of Latter-day Saints (modern),dim9,0.4,0
942,African Methodist Episcopal Church,dim9,0.4,0
963,The Knights Templar,dim9,0.4,0
975,Neo-Charismatic Movement - Third Wave Charismatic Movement,dim9,0.4,0
1334,No-debt Movement in US Evangelicalism,dim9,0.4,0
1958,The Apostolic Faith Mission in Zimbabwe,dim9,0.4,0
2003,Nigerian Baptist Convention,dim9,0.4,0
1043,Islam in Aceh,dim9,0.36,6
1667,Medérsiens,dim9,0.26,9
657,Trukese,dim9,0.1,13
662,Goajiro,dim9,0.09,14
675,Chukchee,dim9,0.09,14
686,Popoluca,dim9,0.09,14
406,Daoism,dim9,0.07,15
435,Mongol Religion,dim9,0.07,15
443,Tyva (Buddhism),dim9,0.07,15
444,Sursurunga,dim9,0.07,15
453,Guangzhou (Buddhism),dim9,0.07,15
457,Kananga - Pentacostal,dim9,0.07,15
458,Tanna - Christian,dim9,0.07,15
459,Tanna - Kastom,dim9,0.07,15
465,Mysore,dim9,0.07,15
468,Turkana,dim9,0.07,15
471,Urban Northern Ireland,dim9,0.07,15
482,Miskito,dim9,0.07,15
594,Wolof,dim9,0.07,15
