entry_id_to,region_id_to,entry_id_from,region_id_from,overlap_start,christian_tradition_from,christian_tradition_to
1558,1495,1173,1318,150,True,True
1558,1495,738,944,150,False,True
1558,1495,422,50,150,False,True
1558,1495,492,737,150,False,True
1558,1495,1361,1515,150,False,True
1558,1495,2009,2108,150,False,True
1558,1495,937,872,150,False,True
1558,1495,1201,1347,150,False,True
1558,1495,1346,1499,150,False,True
1558,1495,1129,1274,150,False,True
1558,1495,659,885,150,False,True
1558,1495,1680,1887,150,False,True
1558,1495,1760,1963,150,False,True
1558,1495,1213,1360,150,False,True
1558,1495,993,872,150,False,True
1558,1495,1993,2099,150,False,True
1558,1495,1581,1791,150,False,True
1558,1495,1230,1379,150,False,True
1558,1495,1696,1899,150,True,True
1558,1495,663,889,150,False,True
1558,1495,863,132,150,False,True
1558,1495,1010,1163,150,False,True
1558,1495,1177,1321,150,False,True
1558,1495,201,6,150,False,True
1558,1495,423,6,150,False,True
1558,1495,1713,1914,150,False,True
1558,1495,1212,1359,150,False,True
1558,1495,882,1040,150,False,True
1558,1495,1215,1362,150,False,True
1558,1495,2190,44,150,False,True
1558,1495,1572,1782,150,False,True
1558,1495,2400,1782,150,False,True
1558,1495,970,132,150,False,True
1558,1495,1133,1287,150,False,True
1558,1495,1191,1335,150,False,True
1558,1495,1404,1560,150,False,True
1558,1495,2042,1287,150,False,True
1558,1495,1582,132,150,False,True
1558,1495,1331,1478,150,False,True
1558,1495,670,872,150,False,True
1558,1495,1948,2054,150,False,True
1558,1495,1130,1275,150,False,True
1558,1495,1089,1228,150,False,True
1558,1495,534,132,150,False,True
1558,1495,1108,1254,150,True,True
1558,1495,1985,2094,150,True,True
1558,1495,210,6,150,False,True
1558,1495,342,6,150,True,True
1558,1495,174,352,150,True,True
1558,1495,2080,2282,150,False,True
1558,1495,1367,1521,150,False,True
1558,1495,1556,132,150,False,True
1558,1495,687,943,150,False,True
1558,1495,1427,1584,150,False,True
1558,1495,1357,1517,150,True,True
1558,1495,287,132,150,False,True
1558,1495,199,132,150,False,True
1558,1495,893,1048,150,True,True
1558,1495,948,1094,150,True,True
1558,1495,859,6,150,True,True
1558,1495,933,1080,150,True,True
1558,1495,1333,1487,150,False,True
1558,1495,1685,1927,150,False,True
1558,1495,1070,1209,150,False,True
2134,1287,1173,1318,250,True,False
2134,1287,738,944,250,False,False
2134,1287,1826,1207,250,False,False
2134,1287,1143,1211,250,False,False
2134,1287,1105,1249,250,False,False
2134,1287,1822,2003,250,False,False
2134,1287,1285,1441,250,False,False
2134,1287,1351,1260,250,False,False
2134,1287,1146,1294,250,False,False
2134,1287,492,737,250,False,False
2134,1287,863,132,250,False,False
2134,1287,201,6,250,False,False
2134,1287,423,6,250,False,False
2134,1287,970,132,250,False,False
2134,1287,1582,132,250,False,False
2134,1287,1948,2054,250,False,False
2134,1287,534,132,250,False,False
2134,1287,799,983,250,True,False
2134,1287,1108,1254,250,True,False
2134,1287,1556,132,250,False,False
2134,1287,1357,1517,250,True,False
2134,1287,287,132,250,False,False
2134,1287,199,132,250,False,False
2134,1287,893,1048,250,True,False
2134,1287,859,6,250,True,False
2134,1287,933,1080,250,True,False
2134,1287,1333,1487,250,False,False
2134,1287,986,1144,250,False,False
2134,1287,858,1024,250,True,False
2134,1287,1858,2015,250,True,False
2134,1287,1959,2059,250,False,False
2045,1287,1173,1318,251,True,False
2045,1287,738,944,251,False,False
2045,1287,1826,1207,251,False,False
2045,1287,1143,1211,251,False,False
2045,1287,1105,1249,251,False,False
2045,1287,1822,2003,251,False,False
2045,1287,1285,1441,251,False,False
2045,1287,1351,1260,251,False,False
2045,1287,1146,1294,251,False,False
2045,1287,492,737,251,False,False
2045,1287,863,132,251,False,False
2045,1287,201,6,251,False,False
2045,1287,423,6,251,False,False
2045,1287,970,132,251,False,False
2045,1287,1582,132,251,False,False
2045,1287,1948,2054,251,False,False
2045,1287,534,132,251,False,False
2045,1287,799,983,251,True,False
2045,1287,1108,1254,251,True,False
2045,1287,1556,132,251,False,False
2045,1287,1357,1517,251,True,False
2045,1287,287,132,251,False,False
2045,1287,199,132,251,False,False
2045,1287,893,1048,251,True,False
2045,1287,859,6,251,True,False
2045,1287,933,1080,251,True,False
2045,1287,1333,1487,251,False,False
2045,1287,986,1144,251,False,False
2045,1287,858,1024,251,True,False
2045,1287,1858,2015,251,True,False
2045,1287,1959,2059,251,False,False
2044,1287,1173,1318,300,True,False
2044,1287,738,944,300,False,False
2044,1287,1826,1207,300,False,False
2044,1287,1143,1211,300,False,False
2044,1287,1105,1249,300,False,False
2044,1287,1822,2003,300,False,False
2044,1287,1285,1441,300,False,False
2044,1287,1351,1260,300,False,False
2044,1287,1146,1294,300,False,False
2044,1287,492,737,300,False,False
2044,1287,863,132,300,False,False
2044,1287,201,6,300,False,False
2044,1287,423,6,300,False,False
2044,1287,970,132,300,False,False
2044,1287,1582,132,300,False,False
2044,1287,1948,2054,300,False,False
2044,1287,534,132,300,False,False
2044,1287,799,983,300,True,False
2044,1287,1108,1254,300,True,False
2044,1287,1556,132,300,False,False
2044,1287,1357,1517,300,True,False
2044,1287,287,132,300,False,False
2044,1287,199,132,300,False,False
2044,1287,893,1048,300,True,False
2044,1287,859,6,300,True,False
2044,1287,933,1080,300,True,False
2044,1287,1333,1487,300,False,False
2044,1287,986,1144,300,False,False
2044,1287,858,1024,300,True,False
2044,1287,1858,2015,300,True,False
2044,1287,1959,2059,300,False,False
2044,1287,2041,2140,300,False,False
2044,1287,1761,1177,300,True,False
1031,1177,1173,1318,300,True,True
1031,1177,738,944,300,False,True
1031,1177,1343,1496,300,False,True
1031,1177,422,50,300,False,True
1031,1177,1822,2003,300,False,True
1031,1177,2338,476,300,False,True
1031,1177,492,737,300,False,True
1031,1177,1361,1515,300,False,True
1031,1177,1391,1547,300,False,True
1031,1177,2406,1547,300,False,True
1031,1177,2009,2108,300,False,True
1031,1177,1721,1926,300,False,True
1031,1177,1902,2031,300,False,True
1031,1177,1201,1347,300,False,True
1031,1177,1346,1499,300,False,True
1031,1177,1129,1274,300,False,True
1031,1177,659,885,300,False,True
1031,1177,1760,1963,300,False,True
1031,1177,1213,1360,300,False,True
1031,1177,1993,2099,300,False,True
1031,1177,1696,1899,300,True,True
1031,1177,863,132,300,False,True
1031,1177,1177,1321,300,False,True
1031,1177,201,6,300,False,True
1031,1177,423,6,300,False,True
1031,1177,1713,1914,300,False,True
1031,1177,1226,1375,300,False,True
1031,1177,882,1040,300,False,True
1031,1177,2190,44,300,False,True
1031,1177,1572,1782,300,False,True
1031,1177,2400,1782,300,False,True
1031,1177,970,132,300,False,True
1031,1177,1404,1560,300,False,True
1031,1177,2042,1287,300,False,True
1031,1177,1582,132,300,False,True
1031,1177,1948,2054,300,False,True
1031,1177,1130,1275,300,False,True
1031,1177,1089,1228,300,False,True
1031,1177,534,132,300,False,True
1031,1177,672,896,300,False,True
1031,1177,799,983,300,True,True
1031,1177,1108,1254,300,True,True
1031,1177,1985,2094,300,True,True
1031,1177,2080,2282,300,False,True
1031,1177,1367,1521,300,False,True
1031,1177,1556,132,300,False,True
1031,1177,1357,1517,300,True,True
1031,1177,287,132,300,False,True
1031,1177,199,132,300,False,True
1031,1177,893,1048,300,True,True
1031,1177,1164,1309,300,False,True
1031,1177,948,1094,300,True,True
1031,1177,859,6,300,True,True
1031,1177,933,1080,300,True,True
1031,1177,1333,1487,300,False,True
1031,1177,2224,485,300,False,True
1031,1177,986,1144,300,False,True
1031,1177,858,1024,300,True,True
1031,1177,1858,2015,300,True,True
1031,1177,1959,2059,300,False,True
1031,1177,2044,1287,300,False,True
1031,1177,2045,1287,300,False,True
1031,1177,2134,1287,300,False,True
1031,1177,2041,2140,300,False,True
1031,1177,2118,2262,300,False,True
1761,1177,1173,1318,300,True,True
1761,1177,738,944,300,False,True
1761,1177,1343,1496,300,False,True
1761,1177,422,50,300,False,True
1761,1177,1822,2003,300,False,True
1761,1177,2338,476,300,False,True
1761,1177,492,737,300,False,True
1761,1177,1361,1515,300,False,True
1761,1177,1391,1547,300,False,True
1761,1177,2406,1547,300,False,True
1761,1177,2009,2108,300,False,True
1761,1177,1721,1926,300,False,True
1761,1177,1902,2031,300,False,True
1761,1177,1201,1347,300,False,True
1761,1177,1346,1499,300,False,True
1761,1177,1129,1274,300,False,True
1761,1177,659,885,300,False,True
1761,1177,1760,1963,300,False,True
1761,1177,1213,1360,300,False,True
1761,1177,1993,2099,300,False,True
1761,1177,1696,1899,300,True,True
1761,1177,863,132,300,False,True
1761,1177,1177,1321,300,False,True
1761,1177,201,6,300,False,True
1761,1177,423,6,300,False,True
1761,1177,1713,1914,300,False,True
1761,1177,1226,1375,300,False,True
1761,1177,882,1040,300,False,True
1761,1177,2190,44,300,False,True
1761,1177,1572,1782,300,False,True
1761,1177,2400,1782,300,False,True
1761,1177,970,132,300,False,True
1761,1177,1404,1560,300,False,True
1761,1177,2042,1287,300,False,True
1761,1177,1582,132,300,False,True
1761,1177,1948,2054,300,False,True
1761,1177,1130,1275,300,False,True
1761,1177,1089,1228,300,False,True
1761,1177,534,132,300,False,True
1761,1177,672,896,300,False,True
1761,1177,799,983,300,True,True
1761,1177,1108,1254,300,True,True
1761,1177,1985,2094,300,True,True
1761,1177,2080,2282,300,False,True
1761,1177,1367,1521,300,False,True
1761,1177,1556,132,300,False,True
1761,1177,1357,1517,300,True,True
1761,1177,287,132,300,False,True
1761,1177,199,132,300,False,True
1761,1177,893,1048,300,True,True
1761,1177,1164,1309,300,False,True
1761,1177,948,1094,300,True,True
1761,1177,859,6,300,True,True
1761,1177,933,1080,300,True,True
1761,1177,1333,1487,300,False,True
1761,1177,2224,485,300,False,True
1761,1177,986,1144,300,False,True
1761,1177,858,1024,300,True,True
1761,1177,1858,2015,300,True,True
1761,1177,1959,2059,300,False,True
1761,1177,2045,1287,300,False,True
1761,1177,2134,1287,300,False,True
1761,1177,2118,2262,300,False,True
2386,1177,1173,1318,300,True,True
2386,1177,738,944,300,False,True
2386,1177,1343,1496,300,False,True
2386,1177,422,50,300,False,True
2386,1177,1822,2003,300,False,True
2386,1177,2338,476,300,False,True
2386,1177,492,737,300,False,True
2386,1177,1361,1515,300,False,True
2386,1177,1391,1547,300,False,True
2386,1177,2406,1547,300,False,True
2386,1177,2009,2108,300,False,True
2386,1177,1721,1926,300,False,True
2386,1177,1902,2031,300,False,True
2386,1177,1201,1347,300,False,True
2386,1177,1346,1499,300,False,True
2386,1177,1129,1274,300,False,True
2386,1177,659,885,300,False,True
2386,1177,1760,1963,300,False,True
2386,1177,1213,1360,300,False,True
2386,1177,1993,2099,300,False,True
2386,1177,1696,1899,300,True,True
2386,1177,863,132,300,False,True
2386,1177,1177,1321,300,False,True
2386,1177,201,6,300,False,True
2386,1177,423,6,300,False,True
2386,1177,1713,1914,300,False,True
2386,1177,1226,1375,300,False,True
2386,1177,882,1040,300,False,True
2386,1177,2190,44,300,False,True
2386,1177,1572,1782,300,False,True
2386,1177,2400,1782,300,False,True
2386,1177,970,132,300,False,True
2386,1177,1404,1560,300,False,True
2386,1177,2042,1287,300,False,True
2386,1177,1582,132,300,False,True
2386,1177,1948,2054,300,False,True
2386,1177,1130,1275,300,False,True
2386,1177,1089,1228,300,False,True
2386,1177,534,132,300,False,True
2386,1177,672,896,300,False,True
2386,1177,799,983,300,True,True
2386,1177,1108,1254,300,True,True
2386,1177,1985,2094,300,True,True
2386,1177,2080,2282,300,False,True
2386,1177,1367,1521,300,False,True
2386,1177,1556,132,300,False,True
2386,1177,1357,1517,300,True,True
2386,1177,287,132,300,False,True
2386,1177,199,132,300,False,True
2386,1177,893,1048,300,True,True
2386,1177,1164,1309,300,False,True
2386,1177,948,1094,300,True,True
2386,1177,859,6,300,True,True
2386,1177,933,1080,300,True,True
2386,1177,1333,1487,300,False,True
2386,1177,2224,485,300,False,True
2386,1177,986,1144,300,False,True
2386,1177,858,1024,300,True,True
2386,1177,1858,2015,300,True,True
2386,1177,1959,2059,300,False,True
2386,1177,2044,1287,300,False,True
2386,1177,2045,1287,300,False,True
2386,1177,2134,1287,300,False,True
2386,1177,2041,2140,300,False,True
2386,1177,2118,2262,300,False,True
2386,1177,1778,1973,300,True,True
2386,1177,1440,1597,300,True,True
1468,1626,1173,1318,325,True,True
1468,1626,1343,1496,325,False,True
1468,1626,422,50,325,False,True
1468,1626,2338,476,325,False,True
1468,1626,492,737,325,False,True
1468,1626,1361,1515,325,False,True
1468,1626,1391,1547,325,False,True
1468,1626,2406,1547,325,False,True
1468,1626,1721,1926,325,False,True
1468,1626,1902,2031,325,False,True
1468,1626,1201,1347,325,False,True
1468,1626,1346,1499,325,False,True
1468,1626,1129,1274,325,False,True
1468,1626,659,885,325,False,True
1468,1626,1760,1963,325,False,True
1468,1626,1213,1360,325,False,True
1468,1626,1993,2099,325,False,True
1468,1626,1696,1899,325,True,True
1468,1626,863,132,325,False,True
1468,1626,1177,1321,325,False,True
1468,1626,201,6,325,False,True
1468,1626,423,6,325,False,True
1468,1626,1226,1375,325,False,True
1468,1626,882,1040,325,False,True
1468,1626,2190,44,325,False,True
1468,1626,1572,1782,325,False,True
1468,1626,2400,1782,325,False,True
1468,1626,970,132,325,False,True
1468,1626,1404,1560,325,False,True
1468,1626,2042,1287,325,False,True
1468,1626,1582,132,325,False,True
1468,1626,1948,2054,325,False,True
1468,1626,534,132,325,False,True
1468,1626,672,896,325,False,True
1468,1626,799,983,325,True,True
1468,1626,1108,1254,325,True,True
1468,1626,1985,2094,325,True,True
1468,1626,2080,2282,325,False,True
1468,1626,1367,1521,325,False,True
1468,1626,1556,132,325,False,True
1468,1626,1357,1517,325,True,True
1468,1626,287,132,325,False,True
1468,1626,199,132,325,False,True
1468,1626,893,1048,325,True,True
1468,1626,859,6,325,True,True
1468,1626,933,1080,325,True,True
1468,1626,1333,1487,325,False,True
1468,1626,2224,485,325,False,True
1468,1626,986,1144,325,False,True
1468,1626,858,1024,325,True,True
1468,1626,1858,2015,325,True,True
1468,1626,2044,1287,325,False,True
1468,1626,2045,1287,325,False,True
1468,1626,2134,1287,325,False,True
1468,1626,2041,2140,325,False,True
1468,1626,2118,2262,325,False,True
1468,1626,1761,1177,325,True,True
1468,1626,1778,1973,325,True,True
1468,1626,1031,1177,325,True,True
1468,1626,2386,1177,325,True,True
1468,1626,1440,1597,325,True,True
1468,1626,1309,526,325,True,True
1468,1626,2167,2234,325,False,True
1468,1626,2234,2292,325,True,True
1468,1626,1413,1569,325,True,True
1468,1626,1436,1593,325,True,True
1468,1626,1688,2006,325,False,True
1468,1626,843,1012,325,True,True
1468,1626,1310,1459,325,True,True
1688,2006,1173,1318,325,True,False
1688,2006,1707,1908,325,False,False
1688,2006,1343,1496,325,False,False
1688,2006,1826,1207,325,False,False
1688,2006,422,50,325,False,False
1688,2006,1143,1211,325,False,False
1688,2006,1105,1249,325,False,False
1688,2006,1822,2003,325,False,False
1688,2006,1285,1441,325,False,False
1688,2006,1351,1260,325,False,False
1688,2006,1146,1294,325,False,False
1688,2006,2338,476,325,False,False
1688,2006,492,737,325,False,False
1688,2006,1361,1515,325,False,False
1688,2006,1391,1547,325,False,False
1688,2006,2406,1547,325,False,False
1688,2006,1721,1926,325,False,False
1688,2006,1902,2031,325,False,False
1688,2006,937,872,325,False,False
1688,2006,1201,1347,325,False,False
1688,2006,1346,1499,325,False,False
1688,2006,1129,1274,325,False,False
1688,2006,659,885,325,False,False
1688,2006,1760,1963,325,False,False
1688,2006,1213,1360,325,False,False
1688,2006,993,872,325,False,False
1688,2006,1993,2099,325,False,False
1688,2006,1696,1899,325,True,False
1688,2006,663,889,325,False,False
1688,2006,863,132,325,False,False
1688,2006,816,992,325,False,False
1688,2006,1177,1321,325,False,False
1688,2006,201,6,325,False,False
1688,2006,423,6,325,False,False
1688,2006,1226,1375,325,False,False
1688,2006,882,1040,325,False,False
1688,2006,2190,44,325,False,False
1688,2006,1572,1782,325,False,False
1688,2006,2400,1782,325,False,False
1688,2006,970,132,325,False,False
1688,2006,1404,1560,325,False,False
1688,2006,2042,1287,325,False,False
1688,2006,1582,132,325,False,False
1688,2006,1948,2054,325,False,False
1688,2006,808,992,325,False,False
1688,2006,809,992,325,False,False
1688,2006,810,992,325,True,False
1688,2006,922,992,325,False,False
1688,2006,534,132,325,False,False
1688,2006,672,896,325,False,False
1688,2006,799,983,325,True,False
1688,2006,1108,1254,325,True,False
1688,2006,1985,2094,325,True,False
1688,2006,836,992,325,False,False
1688,2006,2080,2282,325,False,False
1688,2006,1367,1521,325,False,False
1688,2006,1556,132,325,False,False
1688,2006,1357,1517,325,True,False
1688,2006,287,132,325,False,False
1688,2006,199,132,325,False,False
1688,2006,893,1048,325,True,False
1688,2006,945,1106,325,False,False
1688,2006,859,6,325,True,False
1688,2006,933,1080,325,True,False
1688,2006,1333,1487,325,False,False
1688,2006,2224,485,325,False,False
1688,2006,986,1144,325,False,False
1688,2006,858,1024,325,True,False
1688,2006,1858,2015,325,True,False
1688,2006,1959,2059,325,False,False
1688,2006,2044,1287,325,False,False
1688,2006,2045,1287,325,False,False
1688,2006,2134,1287,325,False,False
1688,2006,2041,2140,325,False,False
1688,2006,2118,2262,325,False,False
1688,2006,1761,1177,325,True,False
1688,2006,1778,1973,325,True,False
1688,2006,1031,1177,325,True,False
1688,2006,2386,1177,325,True,False
1688,2006,2093,1955,325,False,False
1688,2006,2102,1955,325,False,False
1688,2006,1440,1597,325,True,False
1688,2006,442,691,325,True,False
1688,2006,1295,1446,325,True,False
1688,2006,1309,526,325,True,False
1688,2006,2167,2234,325,False,False
1688,2006,2234,2292,325,True,False
1688,2006,1413,1569,325,True,False
1688,2006,1436,1593,325,True,False
1688,2006,843,1012,325,True,False
1688,2006,1310,1459,325,True,False
1688,2006,2034,1955,325,False,False
1688,2006,965,1112,325,True,False
1688,2006,678,902,325,False,False
1688,2006,665,902,325,True,False
1688,2006,923,992,325,True,False
1688,2006,902,992,325,True,False
1684,1177,1173,1318,347,True,False
1684,1177,1343,1496,347,False,False
1684,1177,422,50,347,False,False
1684,1177,1822,2003,347,False,False
1684,1177,2338,476,347,False,False
1684,1177,492,737,347,False,False
1684,1177,1361,1515,347,False,False
1684,1177,1391,1547,347,False,False
1684,1177,2406,1547,347,False,False
1684,1177,1721,1926,347,False,False
1684,1177,1902,2031,347,False,False
1684,1177,1201,1347,347,False,False
1684,1177,1346,1499,347,False,False
1684,1177,1129,1274,347,False,False
1684,1177,659,885,347,False,False
1684,1177,1760,1963,347,False,False
1684,1177,1213,1360,347,False,False
1684,1177,1993,2099,347,False,False
1684,1177,1696,1899,347,True,False
1684,1177,863,132,347,False,False
1684,1177,1177,1321,347,False,False
1684,1177,201,6,347,False,False
1684,1177,423,6,347,False,False
1684,1177,1226,1375,347,False,False
1684,1177,882,1040,347,False,False
1684,1177,2190,44,347,False,False
1684,1177,1572,1782,347,False,False
1684,1177,2400,1782,347,False,False
1684,1177,970,132,347,False,False
1684,1177,1404,1560,347,False,False
1684,1177,2042,1287,347,False,False
1684,1177,1582,132,347,False,False
1684,1177,1948,2054,347,False,False
1684,1177,534,132,347,False,False
1684,1177,672,896,347,False,False
1684,1177,799,983,347,True,False
1684,1177,1108,1254,347,True,False
1684,1177,1985,2094,347,True,False
1684,1177,2080,2282,347,False,False
1684,1177,1367,1521,347,False,False
1684,1177,1556,132,347,False,False
1684,1177,1357,1517,347,True,False
1684,1177,287,132,347,False,False
1684,1177,199,132,347,False,False
1684,1177,893,1048,347,True,False
1684,1177,859,6,347,True,False
1684,1177,933,1080,347,True,False
1684,1177,1333,1487,347,False,False
1684,1177,2224,485,347,False,False
1684,1177,986,1144,347,False,False
1684,1177,858,1024,347,True,False
1684,1177,1858,2015,347,True,False
1684,1177,1959,2059,347,False,False
1684,1177,2044,1287,347,False,False
1684,1177,2045,1287,347,False,False
1684,1177,2134,1287,347,False,False
1684,1177,2041,2140,347,False,False
1684,1177,2118,2262,347,False,False
1684,1177,1778,1973,347,True,False
1684,1177,1440,1597,347,True,False
1684,1177,442,691,347,True,False
1684,1177,1309,526,347,True,False
1684,1177,2167,2234,347,False,False
1684,1177,2234,2292,347,True,False
1684,1177,1413,1569,347,True,False
1684,1177,1436,1593,347,True,False
1684,1177,1688,2006,347,False,False
1684,1177,843,1012,347,True,False
1684,1177,1310,1459,347,True,False
1684,1177,965,1112,347,True,False
1684,1177,1468,1626,347,True,False
1684,1177,2149,1893,347,False,False
1684,1177,2169,2236,347,True,False
1684,1177,994,1150,347,True,False
1684,1177,2183,2246,347,True,False
1684,1177,1524,1687,347,True,False
1684,1177,2397,1687,347,True,False
1684,1177,2127,2222,347,True,False
2401,601,1173,1318,350,True,True
2401,601,1707,1908,350,False,True
2401,601,1343,1496,350,False,True
2401,601,1822,2003,350,False,True
2401,601,2338,476,350,False,True
2401,601,492,737,350,False,True
2401,601,1721,1926,350,False,True
2401,601,937,872,350,False,True
2401,601,993,872,350,False,True
2401,601,663,889,350,False,True
2401,601,863,132,350,False,True
2401,601,816,992,350,False,True
2401,601,1177,1321,350,False,True
2401,601,201,6,350,False,True
2401,601,423,6,350,False,True
2401,601,882,1040,350,False,True
2401,601,2190,44,350,False,True
2401,601,970,132,350,False,True
2401,601,1404,1560,350,False,True
2401,601,2042,1287,350,False,True
2401,601,1582,132,350,False,True
2401,601,1948,2054,350,False,True
2401,601,808,992,350,False,True
2401,601,809,992,350,False,True
2401,601,810,992,350,True,True
2401,601,922,992,350,False,True
2401,601,534,132,350,False,True
2401,601,672,896,350,False,True
2401,601,799,983,350,True,True
2401,601,1108,1254,350,True,True
2401,601,1985,2094,350,True,True
2401,601,836,992,350,False,True
2401,601,2080,2282,350,False,True
2401,601,1367,1521,350,False,True
2401,601,1556,132,350,False,True
2401,601,1357,1517,350,True,True
2401,601,287,132,350,False,True
2401,601,199,132,350,False,True
2401,601,893,1048,350,True,True
2401,601,859,6,350,True,True
2401,601,933,1080,350,True,True
2401,601,1333,1487,350,False,True
2401,601,2224,485,350,False,True
2401,601,986,1144,350,False,True
2401,601,858,1024,350,True,True
2401,601,1858,2015,350,True,True
2401,601,1959,2059,350,False,True
2401,601,2044,1287,350,False,True
2401,601,2045,1287,350,False,True
2401,601,2134,1287,350,False,True
2401,601,2041,2140,350,False,True
2401,601,2118,2262,350,False,True
2401,601,1761,1177,350,True,True
2401,601,1778,1973,350,True,True
2401,601,1031,1177,350,True,True
2401,601,2386,1177,350,True,True
2401,601,2093,1955,350,False,True
2401,601,2102,1955,350,False,True
2401,601,442,691,350,True,True
2401,601,1295,1446,350,True,True
2401,601,1309,526,350,True,True
2401,601,2234,2292,350,True,True
2401,601,1413,1569,350,True,True
2401,601,1436,1593,350,True,True
2401,601,1688,2006,350,False,True
2401,601,843,1012,350,True,True
2401,601,2034,1955,350,False,True
2401,601,965,1112,350,True,True
2401,601,923,992,350,True,True
2401,601,902,992,350,True,True
2401,601,1468,1626,350,True,True
2401,601,2149,1893,350,False,True
2401,601,994,1150,350,True,True
2401,601,2183,2246,350,True,True
2401,601,1524,1687,350,True,True
2401,601,2397,1687,350,True,True
2401,601,1684,1177,350,False,True
2401,601,817,992,350,True,True
2401,601,2140,2205,350,True,True
2401,601,1415,1573,350,True,True
1113,601,1173,1318,350,True,True
1113,601,1707,1908,350,False,True
1113,601,1343,1496,350,False,True
1113,601,1822,2003,350,False,True
1113,601,2338,476,350,False,True
1113,601,492,737,350,False,True
1113,601,1721,1926,350,False,True
1113,601,937,872,350,False,True
1113,601,993,872,350,False,True
1113,601,663,889,350,False,True
1113,601,863,132,350,False,True
1113,601,816,992,350,False,True
1113,601,1177,1321,350,False,True
1113,601,201,6,350,False,True
1113,601,423,6,350,False,True
1113,601,882,1040,350,False,True
1113,601,2190,44,350,False,True
1113,601,970,132,350,False,True
1113,601,1404,1560,350,False,True
1113,601,2042,1287,350,False,True
1113,601,1582,132,350,False,True
1113,601,1948,2054,350,False,True
1113,601,808,992,350,False,True
1113,601,809,992,350,False,True
1113,601,810,992,350,True,True
1113,601,922,992,350,False,True
1113,601,534,132,350,False,True
1113,601,672,896,350,False,True
1113,601,799,983,350,True,True
1113,601,1108,1254,350,True,True
1113,601,1985,2094,350,True,True
1113,601,836,992,350,False,True
1113,601,2080,2282,350,False,True
1113,601,1367,1521,350,False,True
1113,601,1556,132,350,False,True
1113,601,1357,1517,350,True,True
1113,601,287,132,350,False,True
1113,601,199,132,350,False,True
1113,601,893,1048,350,True,True
1113,601,859,6,350,True,True
1113,601,933,1080,350,True,True
1113,601,1333,1487,350,False,True
1113,601,2224,485,350,False,True
1113,601,986,1144,350,False,True
1113,601,858,1024,350,True,True
1113,601,1858,2015,350,True,True
1113,601,1959,2059,350,False,True
1113,601,2044,1287,350,False,True
1113,601,2045,1287,350,False,True
1113,601,2134,1287,350,False,True
1113,601,2041,2140,350,False,True
1113,601,2118,2262,350,False,True
1113,601,1761,1177,350,True,True
1113,601,1778,1973,350,True,True
1113,601,1031,1177,350,True,True
1113,601,2386,1177,350,True,True
1113,601,2093,1955,350,False,True
1113,601,2102,1955,350,False,True
1113,601,442,691,350,True,True
1113,601,1295,1446,350,True,True
1113,601,1309,526,350,True,True
1113,601,2234,2292,350,True,True
1113,601,1413,1569,350,True,True
1113,601,1436,1593,350,True,True
1113,601,1688,2006,350,False,True
1113,601,843,1012,350,True,True
1113,601,2034,1955,350,False,True
1113,601,965,1112,350,True,True
1113,601,923,992,350,True,True
1113,601,902,992,350,True,True
1113,601,1468,1626,350,True,True
1113,601,2149,1893,350,False,True
1113,601,994,1150,350,True,True
1113,601,2183,2246,350,True,True
1113,601,1524,1687,350,True,True
1113,601,2397,1687,350,True,True
1113,601,1684,1177,350,False,True
1113,601,817,992,350,True,True
1113,601,2140,2205,350,True,True
1113,601,1415,1573,350,True,True
1322,132,1173,1318,361,True,False
1322,132,1707,1908,361,False,False
1322,132,1343,1496,361,False,False
1322,132,1826,1207,361,False,False
1322,132,422,50,361,False,False
1322,132,1105,1249,361,False,False
1322,132,1822,2003,361,False,False
1322,132,1285,1441,361,False,False
1322,132,1351,1260,361,False,False
1322,132,1146,1294,361,False,False
1322,132,2338,476,361,False,False
1322,132,492,737,361,False,False
1322,132,1361,1515,361,False,False
1322,132,1391,1547,361,False,False
1322,132,2406,1547,361,False,False
1322,132,1721,1926,361,False,False
1322,132,1902,2031,361,False,False
1322,132,937,872,361,False,False
1322,132,1201,1347,361,False,False
1322,132,1346,1499,361,False,False
1322,132,1129,1274,361,False,False
1322,132,659,885,361,False,False
1322,132,1760,1963,361,False,False
1322,132,1213,1360,361,False,False
1322,132,993,872,361,False,False
1322,132,1993,2099,361,False,False
1322,132,1696,1899,361,True,False
1322,132,663,889,361,False,False
1322,132,1177,1321,361,False,False
1322,132,201,6,361,False,False
1322,132,423,6,361,False,False
1322,132,1226,1375,361,False,False
1322,132,882,1040,361,False,False
1322,132,1572,1782,361,False,False
1322,132,2400,1782,361,False,False
1322,132,1404,1560,361,False,False
1322,132,2042,1287,361,False,False
1322,132,1948,2054,361,False,False
1322,132,808,992,361,False,False
1322,132,809,992,361,False,False
1322,132,810,992,361,True,False
1322,132,922,992,361,False,False
1322,132,672,896,361,False,False
1322,132,799,983,361,True,False
1322,132,1108,1254,361,True,False
1322,132,1985,2094,361,True,False
1322,132,836,992,361,False,False
1322,132,2080,2282,361,False,False
1322,132,1367,1521,361,False,False
1322,132,1357,1517,361,True,False
1322,132,893,1048,361,True,False
1322,132,945,1106,361,False,False
1322,132,859,6,361,True,False
1322,132,933,1080,361,True,False
1322,132,1333,1487,361,False,False
1322,132,2224,485,361,False,False
1322,132,986,1144,361,False,False
1322,132,858,1024,361,True,False
1322,132,1858,2015,361,True,False
1322,132,2044,1287,361,False,False
