entry_id_to,region_id_to,entry_id_from,region_id_from,overlap_start,christian_tradition_from,christian_tradition_to
308,582,2338,476,-900,False,False
308,582,1473,1631,-900,False,False
2198,1333,230,494,-900,False,False
1624,582,230,494,-900,False,False
1624,582,216,476,-900,False,False
1624,582,1484,1631,-900,False,False
1624,582,1005,1159,-900,False,False
1624,582,1429,1586,-900,False,False
1624,582,1375,1531,-900,False,False
1624,582,2055,476,-900,False,False
1624,582,1620,1838,-900,False,False
1624,582,1855,1631,-900,False,False
1624,582,2295,476,-900,False,False
1624,582,1661,1631,-900,False,False
1624,582,1898,2025,-900,False,False
1624,582,2338,476,-900,False,False
1624,582,1473,1631,-900,False,False
1721,1926,230,494,-890,False,False
1721,1926,1484,1631,-890,False,False
1721,1926,1855,1631,-890,False,False
1721,1926,1661,1631,-890,False,False
1721,1926,1898,2025,-890,False,False
1721,1926,1473,1631,-890,False,False
1721,1926,308,582,-890,False,False
1721,1926,1624,582,-890,False,False
1465,1623,230,494,-865,False,False
1465,1623,216,476,-865,False,False
1465,1623,1484,1631,-865,False,False
1465,1623,2055,476,-865,False,False
1465,1623,1855,1631,-865,False,False
1465,1623,2295,476,-865,False,False
1465,1623,1661,1631,-865,False,False
1465,1623,1898,2025,-865,False,False
1465,1623,2338,476,-865,False,False
1465,1623,1473,1631,-865,False,False
1465,1623,308,582,-865,False,False
1465,1623,1624,582,-865,False,False
1418,1576,230,494,-800,False,False
1418,1576,738,944,-800,False,False
1418,1576,1484,1631,-800,False,False
1418,1576,1855,1631,-800,False,False
1418,1576,1661,1631,-800,False,False
1418,1576,1898,2025,-800,False,False
1418,1576,1306,1456,-800,False,False
1418,1576,2348,2424,-800,False,False
1418,1576,300,44,-800,False,False
1418,1576,189,44,-800,False,False
1418,1576,1284,1432,-800,False,False
1418,1576,2039,2240,-800,True,False
1418,1576,1258,1404,-800,False,False
1418,1576,1788,1983,-800,False,False
1418,1576,2394,2107,-800,False,False
1418,1576,2007,2107,-800,False,False
1418,1576,1395,2190,-800,False,False
1418,1576,1257,1403,-800,False,False
1418,1576,1217,1365,-800,False,False
1418,1576,1473,1631,-800,False,False
1418,1576,308,582,-800,False,False
1418,1576,1624,582,-800,False,False
1418,1576,2187,1795,-800,False,False
1418,1576,2412,1342,-800,False,False
1418,1576,1186,1342,-800,False,False
1418,1576,1187,1331,-800,False,False
1418,1576,2196,1368,-800,False,False
492,737,230,494,-800,False,False
492,737,1173,1318,-800,True,False
492,737,738,944,-800,False,False
492,737,216,476,-800,False,False
492,737,1484,1631,-800,False,False
492,737,1947,2053,-800,False,False
492,737,1005,1159,-800,False,False
492,737,2402,2053,-800,False,False
492,737,1429,1586,-800,False,False
492,737,1375,1531,-800,False,False
492,737,2055,476,-800,False,False
492,737,1620,1838,-800,False,False
492,737,209,136,-800,False,False
492,737,1855,1631,-800,False,False
492,737,2295,476,-800,False,False
492,737,1732,1938,-800,False,False
492,737,1707,1908,-800,False,False
492,737,1343,1496,-800,False,False
492,737,1826,1207,-800,False,False
492,737,422,50,-800,False,False
492,737,1143,1211,-800,False,False
492,737,1105,1249,-800,False,False
492,737,1661,1631,-800,False,False
492,737,1232,1380,-800,False,False
492,737,1822,2003,-800,False,False
492,737,1285,1441,-800,False,False
492,737,1898,2025,-800,False,False
492,737,1306,1456,-800,False,False
492,737,2348,2424,-800,False,False
492,737,300,44,-800,False,False
492,737,189,44,-800,False,False
492,737,1175,1320,-800,False,False
492,737,1284,1432,-800,False,False
492,737,1337,1488,-800,False,False
492,737,1351,1260,-800,False,False
492,737,1146,1294,-800,False,False
492,737,1037,535,-800,False,False
492,737,2398,1769,-800,False,False
492,737,1494,1769,-800,False,False
492,737,2338,476,-800,False,False
492,737,2039,2240,-800,True,False
492,737,1258,1404,-800,False,False
492,737,1788,1983,-800,False,False
492,737,2394,2107,-800,False,False
492,737,2007,2107,-800,False,False
492,737,1395,2190,-800,False,False
492,737,1257,1403,-800,False,False
492,737,1217,1365,-800,False,False
492,737,1473,1631,-800,False,False
492,737,308,582,-800,False,False
492,737,1624,582,-800,False,False
492,737,2187,1795,-800,False,False
492,737,1190,1334,-800,False,False
492,737,1361,1515,-800,False,False
492,737,1418,1576,-800,False,False
492,737,2412,1342,-800,False,False
492,737,1186,1342,-800,False,False
492,737,1391,1547,-800,False,False
492,737,2406,1547,-800,False,False
492,737,2009,2108,-800,False,False
492,737,1187,1331,-800,False,False
492,737,2196,1368,-800,False,False
492,737,1700,1901,-800,True,False
492,737,1721,1926,-800,False,False
492,737,1880,2021,-800,False,False
492,737,1902,2031,-800,False,False
492,737,957,1142,-800,False,False
492,737,1465,1623,-800,False,False
492,737,791,983,-800,False,False
492,737,937,872,-800,False,False
492,737,470,719,-800,False,False
492,737,1326,1473,-800,False,False
492,737,2198,1333,-800,False,False
492,737,1201,1347,-800,False,False
492,737,1189,1333,-800,False,False
1369,1524,230,494,-750,False,False
1369,1524,216,476,-750,False,False
1369,1524,1484,1631,-750,False,False
1369,1524,2055,476,-750,False,False
1369,1524,1855,1631,-750,False,False
1369,1524,2295,476,-750,False,False
1369,1524,1661,1631,-750,False,False
1369,1524,1898,2025,-750,False,False
1369,1524,2338,476,-750,False,False
1369,1524,1473,1631,-750,False,False
1369,1524,308,582,-750,False,False
1369,1524,1624,582,-750,False,False
1369,1524,492,737,-750,False,False
2191,2253,230,494,-700,False,False
2191,2253,1484,1631,-700,False,False
2191,2253,1855,1631,-700,False,False
2191,2253,1661,1631,-700,False,False
2191,2253,1473,1631,-700,False,False
2191,2253,492,737,-700,False,False
1294,1445,230,494,-649,False,False
1294,1445,1484,1631,-649,False,False
1294,1445,1855,1631,-649,False,False
1294,1445,1661,1631,-649,False,False
1294,1445,1898,2025,-649,False,False
1294,1445,1473,1631,-649,False,False
1294,1445,308,582,-649,False,False
1294,1445,1624,582,-649,False,False
1294,1445,492,737,-649,False,False
1264,1412,230,494,-598,False,False
1264,1412,1484,1631,-598,False,False
1264,1412,1375,1531,-598,False,False
1264,1412,2295,476,-598,False,False
1264,1412,1661,1631,-598,False,False
1264,1412,2338,476,-598,False,False
1264,1412,308,582,-598,False,False
1264,1412,492,737,-598,False,False
1264,1412,1369,1524,-598,False,False
1471,1629,230,494,-593,False,False
1471,1629,738,944,-593,False,False
1471,1629,1484,1631,-593,False,False
1471,1629,1375,1531,-593,False,False
1471,1629,2295,476,-593,False,False
1471,1629,1661,1631,-593,False,False
1471,1629,2348,2424,-593,False,False
1471,1629,300,44,-593,False,False
1471,1629,189,44,-593,False,False
1471,1629,2338,476,-593,False,False
1471,1629,2039,2240,-593,True,False
1471,1629,1258,1404,-593,False,False
1471,1629,1788,1983,-593,False,False
1471,1629,1395,2190,-593,False,False
1471,1629,308,582,-593,False,False
1471,1629,2187,1795,-593,False,False
1471,1629,492,737,-593,False,False
1471,1629,1418,1576,-593,False,False
1471,1629,1700,1901,-593,True,False
1471,1629,1683,1889,-593,False,False
1471,1629,1604,1820,-593,False,False
1471,1629,1576,1795,-593,False,False
1471,1629,1924,1404,-593,False,False
1471,1629,2001,1404,-593,True,False
1471,1629,1369,1524,-593,False,False
1471,1629,1581,1791,-593,False,False
1471,1629,1264,1412,-593,False,False
863,132,230,494,-550,False,False
863,132,1173,1318,-550,True,False
863,132,738,944,-550,False,False
863,132,1484,1631,-550,False,False
863,132,1947,2053,-550,False,False
863,132,2402,2053,-550,False,False
863,132,209,136,-550,False,False
863,132,2295,476,-550,False,False
863,132,1732,1938,-550,False,False
863,132,1707,1908,-550,False,False
863,132,1343,1496,-550,False,False
863,132,1826,1207,-550,False,False
863,132,422,50,-550,False,False
863,132,1143,1211,-550,False,False
863,132,1105,1249,-550,False,False
863,132,1661,1631,-550,False,False
863,132,1232,1380,-550,False,False
863,132,1822,2003,-550,False,False
863,132,1285,1441,-550,False,False
863,132,2348,2424,-550,False,False
863,132,300,44,-550,False,False
863,132,189,44,-550,False,False
863,132,1175,1320,-550,False,False
863,132,1284,1432,-550,False,False
863,132,1351,1260,-550,False,False
863,132,1146,1294,-550,False,False
863,132,2338,476,-550,False,False
863,132,2039,2240,-550,True,False
863,132,1257,1403,-550,False,False
863,132,308,582,-550,False,False
863,132,2187,1795,-550,False,False
863,132,492,737,-550,False,False
863,132,1361,1515,-550,False,False
863,132,1418,1576,-550,False,False
863,132,1391,1547,-550,False,False
863,132,2406,1547,-550,False,False
863,132,2009,2108,-550,False,False
863,132,1011,1208,-550,False,False
863,132,1700,1901,-550,True,False
863,132,1721,1926,-550,False,False
863,132,1880,2021,-550,False,False
863,132,1902,2031,-550,False,False
863,132,957,1142,-550,False,False
863,132,1683,1889,-550,False,False
863,132,937,872,-550,False,False
863,132,470,719,-550,False,False
863,132,1201,1347,-550,False,False
863,132,1604,1820,-550,False,False
863,132,1576,1795,-550,False,False
863,132,1169,1312,-550,False,False
863,132,1346,1499,-550,False,False
863,132,1129,1274,-550,False,False
863,132,659,885,-550,False,False
863,132,1704,1905,-550,False,False
863,132,1680,1887,-550,False,False
863,132,1626,1852,-550,False,False
863,132,1760,1963,-550,False,False
863,132,1973,588,-550,False,False
863,132,1138,1282,-550,False,False
863,132,2385,1282,-550,False,False
863,132,1924,1404,-550,False,False
863,132,2001,1404,-550,True,False
863,132,231,540,-550,False,False
863,132,1989,2096,-550,False,False
863,132,1971,588,-550,False,False
863,132,198,50,-550,False,False
863,132,1213,1360,-550,False,False
863,132,993,872,-550,False,False
863,132,1993,2099,-550,False,False
863,132,1581,1791,-550,False,False
863,132,1174,1319,-550,False,False
863,132,2410,1319,-550,False,False
863,132,1471,1629,-550,False,False
863,132,2409,1513,-550,False,False
863,132,1359,1513,-550,False,False
863,132,632,864,-550,False,False
863,132,424,548,-550,False,False
863,132,1230,1379,-550,False,False
863,132,1696,1899,-550,True,False
863,132,1294,1445,-550,False,False
863,132,792,983,-550,False,False
863,132,772,976,-550,False,False
863,132,663,889,-550,False,False
863,132,1979,588,-550,False,False
863,132,1203,1349,-550,False,False
863,132,850,1017,-550,False,False
863,132,1717,1922,-550,False,False
863,132,2379,2343,-550,False,False
863,132,2257,2343,-550,False,False
863,132,2381,1922,-550,False,False
863,132,2380,2038,-550,False,False
863,132,1919,2038,-550,False,False
424,548,230,494,-550,False,False
424,548,1173,1318,-550,True,False
424,548,738,944,-550,False,False
424,548,1484,1631,-550,False,False
424,548,1947,2053,-550,False,False
424,548,1005,1159,-550,False,False
424,548,2402,2053,-550,False,False
424,548,1429,1586,-550,False,False
424,548,1375,1531,-550,False,False
424,548,209,136,-550,False,False
424,548,776,980,-550,False,False
424,548,2295,476,-550,False,False
424,548,1826,1207,-550,False,False
424,548,1143,1211,-550,False,False
424,548,1105,1249,-550,False,False
424,548,1661,1631,-550,False,False
424,548,1232,1380,-550,False,False
424,548,1822,2003,-550,False,False
424,548,2348,2424,-550,False,False
424,548,300,44,-550,False,False
424,548,189,44,-550,False,False
424,548,1284,1432,-550,False,False
424,548,1351,1260,-550,False,False
424,548,2338,476,-550,False,False
424,548,2039,2240,-550,True,False
424,548,1257,1403,-550,False,False
424,548,308,582,-550,False,False
424,548,2187,1795,-550,False,False
424,548,492,737,-550,False,False
424,548,1418,1576,-550,False,False
424,548,1011,1208,-550,False,False
424,548,1700,1901,-550,True,False
424,548,1721,1926,-550,False,False
424,548,1683,1889,-550,False,False
424,548,1604,1820,-550,False,False
424,548,1576,1795,-550,False,False
424,548,1626,1852,-550,False,False
424,548,1973,588,-550,False,False
424,548,1924,1404,-550,False,False
424,548,2001,1404,-550,True,False
424,548,1971,588,-550,False,False
424,548,1369,1524,-550,False,False
424,548,1581,1791,-550,False,False
424,548,1264,1412,-550,False,False
424,548,1471,1629,-550,False,False
424,548,1294,1445,-550,False,False
424,548,792,983,-550,False,False
424,548,775,492,-550,False,False
424,548,1203,1349,-550,False,False
997,535,1015,517,-2950,False,False
997,535,233,530,-2950,False,False
997,535,783,983,-2950,False,False
997,535,1173,1318,-2950,True,False
997,535,738,944,-2950,False,False
1006,535,233,530,-2670,False,False
1006,535,1173,1318,-2670,True,False
1006,535,738,944,-2670,False,False
1006,535,1106,1266,-2670,False,False
1006,535,784,983,-2670,False,False
1006,535,1081,1218,-2670,False,False
1008,535,233,530,-2168,False,False
1008,535,1173,1318,-2168,True,False
1008,535,738,944,-2168,False,False
1008,535,1106,1266,-2168,False,False
1008,535,1081,1218,-2168,False,False
1008,535,785,983,-2168,False,False
1227,1376,234,533,-800,False,False
1227,1376,236,532,-800,False,False
238,537,234,533,-400,False,False
238,537,237,536,-400,False,False
238,537,236,532,-400,False,False
1082,1219,234,533,-235,False,False
1082,1219,738,944,-235,False,False
1778,1973,234,533,300,False,True
1778,1973,1173,1318,300,True,True
1778,1973,738,944,300,False,True
1778,1973,1826,1207,300,False,True
1778,1973,1094,1233,300,False,True
1778,1973,1143,1211,300,False,True
1778,1973,1105,1249,300,False,True
1778,1973,1822,2003,300,False,True
1778,1973,1285,1441,300,False,True
1778,1973,1351,1260,300,False,True
1778,1973,1146,1294,300,False,True
1778,1973,2338,476,300,False,True
1778,1973,492,737,300,False,True
1778,1973,236,532,300,False,True
1778,1973,1227,1376,300,False,True
1778,1973,863,132,300,False,True
1778,1973,201,6,300,False,True
1778,1973,423,6,300,False,True
1778,1973,2190,44,300,False,True
1778,1973,970,132,300,False,True
1778,1973,1404,1560,300,False,True
1778,1973,2042,1287,300,False,True
1778,1973,1582,132,300,False,True
1778,1973,1948,2054,300,False,True
1778,1973,534,132,300,False,True
1778,1973,672,896,300,False,True
1778,1973,799,983,300,True,True
1778,1973,1108,1254,300,True,True
1778,1973,1985,2094,300,True,True
1778,1973,2080,2282,300,False,True
1778,1973,1367,1521,300,False,True
1778,1973,1556,132,300,False,True
1778,1973,1357,1517,300,True,True
1778,1973,287,132,300,False,True
1778,1973,199,132,300,False,True
1778,1973,893,1048,300,True,True
1778,1973,859,6,300,True,True
1778,1973,933,1080,300,True,True
1778,1973,1333,1487,300,False,True
1778,1973,2224,485,300,False,True
1778,1973,986,1144,300,False,True
1778,1973,858,1024,300,True,True
1778,1973,1858,2015,300,True,True
1778,1973,1959,2059,300,False,True
1778,1973,925,1073,300,False,True
1778,1973,2044,1287,300,False,True
1778,1973,2045,1287,300,False,True
1778,1973,2134,1287,300,False,True
1778,1973,2041,2140,300,False,True
1778,1973,2118,2262,300,False,True
1778,1973,1761,1177,300,True,True
1778,1973,1031,1177,300,True,True
1778,1973,2160,2228,300,False,True
1778,1973,1082,1219,300,False,True
1778,1973,1308,1458,300,False,True
1778,1973,1587,1798,300,True,True
1778,1973,2093,1955,300,False,True
1778,1973,2102,1955,300,False,True
1587,1798,234,533,300,False,True
1587,1798,738,944,300,False,True
1587,1798,236,532,300,False,True
1587,1798,1227,1376,300,False,True
1309,526,234,533,315,False,True
1309,526,1707,1908,315,False,True
1309,526,492,737,315,False,True
1309,526,863,132,315,False,True
1309,526,201,6,315,False,True
1309,526,423,6,315,False,True
1309,526,970,132,315,False,True
1309,526,2042,1287,315,False,True
1309,526,1582,132,315,False,True
1309,526,534,132,315,False,True
1309,526,1108,1254,315,True,True
1309,526,1556,132,315,False,True
1309,526,1357,1517,315,True,True
1309,526,287,132,315,False,True
1309,526,199,132,315,False,True
1309,526,859,6,315,True,True
1309,526,933,1080,315,True,True
1309,526,1333,1487,315,False,True
1309,526,858,1024,315,True,True
1309,526,2044,1287,315,False,True
1309,526,2045,1287,315,False,True
1309,526,2134,1287,315,False,True
1309,526,1761,1177,315,True,True
1309,526,1778,1973,315,True,True
1309,526,1031,1177,315,True,True
1309,526,2386,1177,315,True,True
1309,526,442,691,315,True,True
1309,526,1295,1446,315,True,True
1983,2092,234,533,400,False,True
1983,2092,1173,1318,400,True,True
1983,2092,1429,1586,400,False,True
1983,2092,776,980,400,False,True
1983,2092,1633,1850,400,False,True
1983,2092,1826,1207,400,False,True
1983,2092,1105,1249,400,False,True
1983,2092,1822,2003,400,False,True
1983,2092,1285,1441,400,False,True
1983,2092,1351,1260,400,False,True
1983,2092,1146,1294,400,False,True
1983,2092,2338,476,400,False,True
1983,2092,236,532,400,False,True
1983,2092,1721,1926,400,False,True
1983,2092,863,132,400,False,True
1983,2092,201,6,400,False,True
1983,2092,423,6,400,False,True
1983,2092,882,1040,400,False,True
1983,2092,1572,1782,400,False,True
1983,2092,2400,1782,400,False,True
1983,2092,970,132,400,False,True
1983,2092,1404,1560,400,False,True
1983,2092,1582,132,400,False,True
1983,2092,534,132,400,False,True
1983,2092,672,896,400,False,True
1983,2092,1108,1254,400,True,True
1983,2092,1985,2094,400,True,True
1983,2092,2080,2282,400,False,True
1983,2092,1367,1521,400,False,True
1983,2092,1556,132,400,False,True
1983,2092,1357,1517,400,True,True
1983,2092,287,132,400,False,True
1983,2092,199,132,400,False,True
1983,2092,893,1048,400,True,True
1983,2092,1534,1722,400,False,True
1983,2092,859,6,400,True,True
1983,2092,933,1080,400,True,True
1983,2092,1333,1487,400,False,True
1983,2092,2224,485,400,False,True
1983,2092,986,1144,400,False,True
1983,2092,858,1024,400,True,True
1983,2092,925,1073,400,False,True
1983,2092,2044,1287,400,False,True
1983,2092,2045,1287,400,False,True
1983,2092,2134,1287,400,False,True
1983,2092,2118,2262,400,False,True
1983,2092,1761,1177,400,True,True
1983,2092,1778,1973,400,True,True
